STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,,,,,,,,,,,
Maricopa,,,,18,496,,,26,,"1,319",,"1,181",,"3,022",,,,,
Mohave,,,,22,"2,858",,,137,,"5,875",,"8,067",,"16,937",,,,,
Pinal,,,,41,"1,149",,,89,,"2,180",,"3,431",,"6,849",,,,,
Yavapai,,,,38,"3,181",,,196,,"5,630",,"6,582",,"15,589",,,,,
Yuma,,,,15,"2,349",,,91,,"3,550",,"4,998",,"10,988",,,,,
Total:,,,,162,"10,912",,,564,,"20,236",,"26,037",,"57,749",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 5,,,,,,,,,,,,,,,,,,,
Maricopa,,,,128,"10,227",,,652,,"18,868",,"18,647",,"48,394",,,,,
Total:,,,,128,"10,227",,,652,,"18,868",,"18,647",,"48,394",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 6,,,,,,,,,,,,,,,,,,,
Maricopa,,,,157,"12,842",,,696,,"17,791",,"22,418",,"53,747",,,,,
Total:,,,,157,"12,842",,,696,,"17,791",,"22,418",,"53,747",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 7,,,,,,,,,,,,,,,,,,,
Maricopa,,,,107,"19,399",,,470,,"6,415",,"22,004",,"48,288",,,,,
Total:,,,,107,"19,399",,,470,,"6,415",,"22,004",,"48,288",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 8,,,,,,,,,,,,,,,,,,,
Maricopa,,,,143,"11,746",,,508,,"17,161",,"22,177",,"51,592",,,,,
Total:,,,,143,"11,746",,,508,,"17,161",,"22,177",,"51,592",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 9,,,,,,,,,,,,,,,,,,,
Maricopa,,,,140,"19,941",,,931,,"14,093",,"26,177",,"61,142",,,,,
Total:,,,,140,"19,941",,,931,,"14,093",,"26,177",,"61,142",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 1,,,,,,,,,,,,,,,,,,,
Maricopa,,,,16,664,,,49,,"1,641",,"1,544",,"3,898",,,,,
Yavapai,,,,35,"2,568",,,169,,"4,961",,"5,478",,"13,176",,,,,
Total:,,,,51,"3,232",,,218,,"6,602",,"7,022",,"17,074",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 2,,,,,,,,,,,,,,,,,,,
Pima,,,,33,"2,911",,,72,,"1,992",,"3,943",,"8,918",,,,,
Santa Cruz,,,,24,529,,,5,,105,,391,,"1,030",,,,,
Total:,,,,57,"3,440",,,77,,"2,097",,"4,334",,"9,948",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 3,,,,,,,,,,,,,,,,,,,
Pima,,,,41,"5,495",,,135,,"2,166",,"6,170",,"13,966",,,,,
Total:,,,,41,"5,495",,,135,,"2,166",,"6,170",,"13,966",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 4,,,,,,,,,,,,,,,,,,,
Maricopa,,,,18,"1,449",,,49,,"1,540",,"2,681",,"5,719",,,,,
Pima,,,,17,559,,,5,,242,,610,,"1,416",,,,,
Pinal,,,,1,11,,,0,,2,,4,,17,,,,,
Yuma,,,,23,"4,294",,,98,,"2,249",,"5,874",,"12,515",,,,,
Total:,,,,59,"6,313",,,152,,"4,033",,"9,169",,"19,667",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 5,,,,,,,,,,,,,,,,,,,
La Paz,,,,11,550,,,11,,673,,946,,"2,180",,,,,
Mohave,,,,22,"2,858",,,137,,"5,875",,"8,067",,"16,937",,,,,
Total:,,,,33,"3,408",,,148,,"6,548",,"9,013",,"19,117",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 6,,,,,,,,,,,,,,,,,,,
Coconino,,,,45,"3,858",,,165,,"2,440",,"5,390",,"11,853",,,,,
Gila,,,,18,331,,,14,,"1,022",,839,,"2,206",,,,,
Navajo,,,,5,479,,,25,,"1,285",,"1,021",,"2,810",,,,,
Yavapai,,,,10,"1,372",,,53,,"1,241",,"2,163",,"4,829",,,,,
Total:,,,,78,"6,040",,,257,,"5,988",,"9,413",,"21,698",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 7,,,,,,,,,,,,,,,,,,,
Apache,,,,44,"1,300",,,11,,622,,839,,"2,772",,,,,
Coconino,,,,26,785,,,19,,427,,903,,"2,134",,,,,
Gila,,,,3,322,,,1,,31,,223,,577,,,,,
Graham,,,,2,293,,,1,,37,,161,,492,,,,,
Mohave,,,,2,11,,,0,,11,,19,,41,,,,,
Navajo,,,,9,"2,684",,,67,,"2,054",,"2,786",,"7,591",,,,,
Pinal,,,,1,0,,,0,,0,,0,,0,,,,,
Total:,,,,87,"5,395",,,99,,"3,182",,"4,931",,"13,607",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 8,,,,,,,,,,,,,,,,,,,
Gila,,,,18,267,,,2,,261,,431,,961,,,,,
Pinal,,,,51,"1,655",,,58,,"1,760",,"3,386",,"6,859",,,,,
Total:,,,,69,"1,922",,,60,,"2,021",,"3,817",,"7,820",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 9,,,,,,,,,,,,,,,,,,,
Pima,,,,57,"5,333",,,220,,"3,710",,"7,072",,"16,335",,,,,
Total:,,,,57,"5,333",,,220,,"3,710",,"7,072",,"16,335",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 10,,,,,,,,,,,,,,,,,,,
Pima,,,,49,"5,138",,,186,,"4,053",,"7,314",,"16,691",,,,,
Total:,,,,49,"5,138",,,186,,"4,053",,"7,314",,"16,691",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 11,,,,,,,,,,,,,,,,,,,
Pima,,,,34,"1,665",,,81,,"2,847",,"2,954",,"7,547",,,,,
Pinal,,,,27,"1,098",,,44,,"1,290",,"2,174",,"4,606",,,,,
Total:,,,,61,"2,763",,,125,,"4,137",,"5,128",,"12,153",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 12,,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"3,318",,,266,,"7,323",,"6,642",,"17,549",,,,,
Pinal,,,,1,10,,,1,,44,,33,,88,,,,,
Total:,,,,38,"3,328",,,267,,"7,367",,"6,675",,"17,637",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 13,,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"2,394",,,111,,"3,884",,"4,627",,"11,016",,,,,
Yuma,,,,21,"2,968",,,124,,"4,258",,"6,207",,"13,557",,,,,
Total:,,,,50,"5,362",,,235,,"8,142",,"10,834",,"24,573",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 14,,,,,,,,,,,,,,,,,,,
Cochise,,,,49,"2,952",,,117,,"4,147",,"6,300",,"13,516",,,,,
Graham,,,,20,512,,,12,,731,,771,,"2,026",,,,,
Greenlee,,,,8,112,,,0,,91,,128,,331,,,,,
Pima,,,,18,528,,,48,,"1,090",,"1,102",,"2,768",,,,,
Total:,,,,95,"4,104",,,177,,"6,059",,"8,301",,"18,641",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 15,,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"3,627",,,226,,"6,028",,"7,217",,"17,098",,,,,
Total:,,,,42,"3,627",,,226,,"6,028",,"7,217",,"17,098",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 16,,,,,,,,,,,,,,,,,,,
Maricopa,,,,25,"1,570",,,92,,"2,721",,"2,902",,"7,285",,,,,
Pinal,,,,21,584,,,43,,"1,146",,"1,829",,"3,602",,,,,
Total:,,,,46,"2,154",,,135,,"3,867",,"4,731",,"10,887",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 17,,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"3,180",,,168,,"4,164",,"5,063",,"12,575",,,,,
Total:,,,,40,"3,180",,,168,,"4,164",,"5,063",,"12,575",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 18,,,,,,,,,,,,,,,,,,,
Maricopa,,,,41,"4,302",,,218,,"3,926",,"5,993",,"14,439",,,,,
Total:,,,,41,"4,302",,,218,,"3,926",,"5,993",,"14,439",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 19,,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"6,347",,,153,,"2,682",,"8,352",,"17,534",,,,,
Total:,,,,29,"6,347",,,153,,"2,682",,"8,352",,"17,534",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 20,,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"4,194",,,200,,"4,016",,"6,825",,"15,235",,,,,
Total:,,,,47,"4,194",,,200,,"4,016",,"6,825",,"15,235",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 21,,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"3,626",,,146,,"4,341",,"6,400",,"14,513",,,,,
Total:,,,,42,"3,626",,,146,,"4,341",,"6,400",,"14,513",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 22,,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"3,017",,,143,,"6,148",,"6,503",,"15,811",,,,,
Total:,,,,48,"3,017",,,143,,"6,148",,"6,503",,"15,811",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 23,,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"3,500",,,194,,"6,553",,"6,425",,"16,672",,,,,
Total:,,,,57,"3,500",,,194,,"6,553",,"6,425",,"16,672",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 24,,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"7,808",,,283,,"3,703",,"8,941",,"20,735",,,,,
Total:,,,,40,"7,808",,,283,,"3,703",,"8,941",,"20,735",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 25,,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"3,956",,,220,,"6,148",,"6,838",,"17,162",,,,,
Total:,,,,42,"3,956",,,220,,"6,148",,"6,838",,"17,162",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 26,,,,,,,,,,,,,,,,,,,
Maricopa,,,,34,"7,514",,,339,,"4,267",,"9,591",,"21,711",,,,,
Total:,,,,34,"7,514",,,339,,"4,267",,"9,591",,"21,711",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 27,,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"5,987",,,124,,"1,839",,"6,432",,"14,382",,,,,
Total:,,,,37,"5,987",,,124,,"1,839",,"6,432",,"14,382",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 28,,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"4,634",,,236,,"4,773",,"6,752",,"16,395",,,,,
Total:,,,,57,"4,634",,,236,,"4,773",,"6,752",,"16,395",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 29,,,,,,,,,,,,,,,,,,,
Maricopa,,,,33,"4,817",,,139,,"2,128",,"5,947",,"13,031",,,,,
Total:,,,,33,"4,817",,,139,,"2,128",,"5,947",,"13,031",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 30,,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"5,084",,,118,,"2,143",,"6,346",,"13,691",,,,,
Total:,,,,29,"5,084",,,118,,"2,143",,"6,346",,"13,691",,,,,
,,,,,,,,,,,,,,,,,,,
State Total:,,,,1489,"135,020",,,"5,398",,"132,831",,"207,549",,"480,798",,,,,
