STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,,,,,,,,,,,
La Paz,11,,OCT 2019,,,"2,277",,,13,43,"4,235",,"3,723",,"10,291",,,,
,11,,JAN 2020,,,"2,290",,,*,44,"4,344",,"3,769",,"10,447",,,,
,11,,PPE 2020,,,"2,282",,,*,47,"4,423",,"3,770",,"10,522",,,,
,,,,,,,,,,,,,,,,,,,
Maricopa,743,,OCT 2019,,,"705,783",,,"3,605","21,674","830,080",,"796,729",,"2,357,871",,,,
,743,,JAN 2020,,,"724,099",,,*,"21,847","840,167",,"811,984",,"2,398,097",,,,
,743,,PPE 2020,,,"737,926",,,*,"21,008","828,222",,"776,833",,"2,363,989",,,,
,,,,,,,,,,,,,,,,,,,
Mohave,24,,OCT 2019,,,"20,653",,,139,738,"60,318",,"43,130",,"124,978",,,,
,24,,JAN 2020,,,"20,427",,,*,721,"60,951",,"42,442",,"124,541",,,,
,24,,PPE 2020,,,"20,872",,,*,732,"62,665",,"42,629",,"126,898",,,,
,,,,,,,,,,,,,,,,,,,
Navajo,14,,OCT 2019,,,"25,120",,,82,383,"22,241",,"17,720",,"65,546",,,,
,14,,JAN 2020,,,"25,077",,,*,381,"22,408",,"17,918",,"65,784",,,,
,14,,PPE 2020,,,"25,215",,,*,386,"22,776",,"17,945",,"66,322",,,,
,,,,,,,,,,,,,,,,,,,
Pima,249,,OCT 2019,,,"220,695",,,"1,380","4,353","168,156",,"174,983",,"569,567",,,,
,249,,JAN 2020,,,"223,115",,,*,"4,361","168,990",,"177,142",,"573,608",,,,
,249,,PPE 2020,,,"237,568",,,*,"4,340","170,984",,"173,304",,"586,196",,,,
,,,,,,,,,,,,,,,,,,,
Pinal,102,,OCT 2019,,,"57,250",,,307,"1,604","77,442",,"77,929",,"214,532",,,,
,102,,JAN 2020,,,"58,329",,,*,"1,624","79,631",,"79,429",,"219,013",,,,
,102,,PPE 2020,,,"60,034",,,*,"1,649","81,249",,"79,030",,"221,962",,,,
,,,,,,,,,,,,,,,,,,,
Santa Cruz,24,,OCT 2019,,,"14,628",,,47,154,"4,822",,"9,669",,"29,320",,,,
,24,,JAN 2020,,,"13,429",,,*,132,"4,495",,"8,676",,"26,732",,,,
,24,,PPE 2020,,,"13,552",,,*,130,"4,521",,"8,513",,"26,716",,,,
,,,,,,,,,,,,,,,,,,,
Yavapai,45,,OCT 2019,,,"30,043",,,268,"1,087","68,849",,"45,694",,"145,941",,,,
,45,,JAN 2020,,,"30,245",,,*,"1,081","69,499",,"45,467",,"146,292",,,,
,45,,PPE 2020,,,"31,856",,,*,"1,130","70,989",,"44,763",,"148,738",,,,
,,,,,,,,,,,,,,,,,,,
Yuma,44,,OCT 2019,,,"31,216",,,77,605,"27,047",,"33,720",,"92,665",,,,
,44,,JAN 2020,,,"31,705",,,*,602,"27,843",,"34,406",,"94,556",,,,
,44,,PPE 2020,,,"31,914",,,*,599,"28,374",,"34,394",,"95,281",,,,
,,,,,,,,,,,,,,,,,,,
Totals:,"1,489",,OCT 2019,,,"1,207,031",,,"6,405","32,514","1,347,548",,"1,282,354",,"3,875,852",,,,
,"1,489",,JAN 2020,,,"1,228,745",,,*,"32,677","1,363,935",,"1,301,292",,"3,926,649",,,,
,"1,489",,PPE 2020,,,"1,261,935",,,*,"31,840","1,360,293",,"1,258,940",,"3,913,008",,,,
,,,,,,,,,,,,,,,,,,,
Percentages:,,,OCT 2019,,,31.14,,,0.17,0.84,34.77,,33.09,,,,,,
,,,JAN 2020,,,31.29,,,*,0.83,34.74,,33.14,,,,,,
,,,PPE 2020,,,32.25,,,*,0.81,34.76,,32.17,,,,,,
*Party no longer recognized at the state level,,,,,,,,,,,,,,,,,,,
Active,,,,,,,,,,,,,,,,,,,
District,,,,Precincts,Democratic,,,Libertarian,,Republican,,Other,,Total,,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 1,,,,,,,,,,,,,,,,,,,
Apache,,,,44,"28,776",,,164,,"9,728",,"12,617",,"51,285",,,,,
Coconino,,,,71,"35,901",,,760,,"21,673",,"25,916",,"84,250",,,,,
Gila,,,,22,"5,603",,,52,,"3,293",,"3,501",,"12,449",,,,,
Graham,,,,22,"5,082",,,102,,"9,151",,"4,799",,"19,134",,,,,
Greenlee,,,,8,"1,756",,,37,,"1,564",,"1,354",,"4,711",,,,,
Maricopa,,,,3,659,,,9,,87,,580,,"1,335",,,,,
Mohave,,,,2,280,,,3,,119,,365,,767,,,,,
Navajo,,,,14,"25,215",,,386,,"22,776",,"17,945",,"66,322",,,,,
Pima,,,,26,"21,889",,,494,,"30,343",,"20,917",,"73,643",,,,,
Pinal,,,,60,"36,920",,,759,,"38,253",,"41,744",,"117,676",,,,,
Yavapai,,,,7,"5,873",,,157,,"7,375",,"6,954",,"20,359",,,,,
Total:,,,,279,"167,954",,,"2,923",,"144,362",,"136,692",,"451,931",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 2,,,,,,,,,,,,,,,,,,,
Cochise,,,,49,"20,356",,,572,,"29,906",,"24,830",,"75,664",,,,,
Pima,,,,146,"140,072",,,"2,795",,"113,459",,"104,447",,"360,773",,,,,
Total:,,,,195,"160,428",,,"3,367",,"143,365",,"129,277",,"436,437",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 3,,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"45,649",,,976,,"30,923",,"44,969",,"122,517",,,,,
Pima,,,,77,"75,607",,,"1,051",,"27,182",,"47,940",,"151,780",,,,,
Pinal,,,,1,151,,,0,,9,,86,,246,,,,,
Santa Cruz,,,,24,"13,552",,,130,,"4,521",,"8,513",,"26,716",,,,,
Yuma,,,,29,"24,041",,,335,,"11,870",,"21,828",,"58,074",,,,,
Total:,,,,178,"159,000",,,"2,492",,"74,505",,"123,336",,"359,333",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 4,,,,,,,,,,,,,,,,,,,
Gila,,,,17,"3,242",,,132,,"10,775",,"4,742",,"18,891",,,,,
La Paz,,,,11,"2,282",,,47,,"4,423",,"3,770",,"10,522",,,,,
Maricopa,,,,18,"7,437",,,264,,"16,995",,"10,872",,"35,568",,,,,
Mohave,,,,22,"20,592",,,729,,"62,546",,"42,264",,"126,131",,,,,
Pinal,,,,41,"22,963",,,890,,"42,987",,"37,200",,"104,040",,,,,
Yavapai,,,,38,"25,983",,,973,,"63,614",,"37,809",,"128,379",,,,,
Yuma,,,,15,"7,873",,,264,,"16,504",,"12,566",,"37,207",,,,,
Total:,,,,162,"90,372",,,"3,299",,"217,844",,"149,223",,"460,738",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 5,,,,,,,,,,,,,,,,,,,
Maricopa,,,,128,"122,011",,,"4,668",,"218,633",,"159,224",,"504,536",,,,,
Total:,,,,128,"122,011",,,"4,668",,"218,633",,"159,224",,"504,536",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 6,,,,,,,,,,,,,,,,,,,
Maricopa,,,,157,"130,794",,,"4,256",,"190,064",,"154,940",,"480,054",,,,,
Total:,,,,157,"130,794",,,"4,256",,"190,064",,"154,940",,"480,054",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 7,,,,,,,,,,,,,,,,,,,
Maricopa,,,,107,"149,744",,,"2,471",,"46,024",,"112,629",,"310,868",,,,,
Total:,,,,107,"149,744",,,"2,471",,"46,024",,"112,629",,"310,868",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 8,,,,,,,,,,,,,,,,,,,
Maricopa,,,,143,"124,894",,,"3,694",,"201,062",,"151,528",,"481,178",,,,,
Total:,,,,143,"124,894",,,"3,694",,"201,062",,"151,528",,"481,178",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 9,,,,,,,,,,,,,,,,,,,
Maricopa,,,,140,"156,738",,,"4,670",,"124,434",,"142,091",,"427,933",,,,,
Total:,,,,140,"156,738",,,"4,670",,"124,434",,"142,091",,"427,933",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 1,,,,,,,,,,,,,,,,,,,
Maricopa,,,,16,"9,604",,,442,,"25,042",,"14,645",,"49,733",,,,,
Yavapai,,,,35,"20,595",,,827,,"55,832",,"31,113",,"108,367",,,,,
Total:,,,,51,"30,199",,,"1,269",,"80,874",,"45,758",,"158,100",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 2,,,,,,,,,,,,,,,,,,,
Pima,,,,33,"33,274",,,478,,"22,255",,"26,691",,"82,698",,,,,
Santa Cruz,,,,24,"13,552",,,130,,"4,521",,"8,513",,"26,716",,,,,
Total:,,,,57,"46,826",,,608,,"26,776",,"35,204",,"109,414",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 3,,,,,,,,,,,,,,,,,,,
Pima,,,,41,"53,422",,,718,,"17,189",,"31,694",,"103,023",,,,,
Total:,,,,41,"53,422",,,718,,"17,189",,"31,694",,"103,023",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 4,,,,,,,,,,,,,,,,,,,
Maricopa,,,,18,"10,369",,,274,,"11,802",,"12,085",,"34,530",,,,,
Pima,,,,17,"8,033",,,92,,"2,573",,"5,103",,"15,801",,,,,
Pinal,,,,1,151,,,0,,9,,86,,246,,,,,
Yuma,,,,23,"21,366",,,258,,"9,108",,"18,673",,"49,405",,,,,
Total:,,,,59,"39,919",,,624,,"23,492",,"35,947",,"99,982",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 5,,,,,,,,,,,,,,,,,,,
La Paz,,,,11,"2,282",,,47,,"4,423",,"3,770",,"10,522",,,,,
Mohave,,,,22,"20,592",,,729,,"62,546",,"42,264",,"126,131",,,,,
Total:,,,,33,"22,874",,,776,,"66,969",,"46,034",,"136,653",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 6,,,,,,,,,,,,,,,,,,,
Coconino,,,,45,"24,254",,,609,,"17,073",,"19,124",,"61,060",,,,,
Gila,,,,18,"3,281",,,133,,"10,889",,"4,791",,"19,094",,,,,
Navajo,,,,5,"2,837",,,119,,"9,815",,"4,204",,"16,975",,,,,
Yavapai,,,,10,"11,261",,,303,,"15,157",,"13,650",,"40,371",,,,,
Total:,,,,78,"41,633",,,"1,164",,"52,934",,"41,769",,"137,500",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 7,,,,,,,,,,,,,,,,,,,
Apache,,,,44,"28,776",,,164,,"9,728",,"12,617",,"51,285",,,,,
Coconino,,,,26,"11,647",,,151,,"4,600",,"6,792",,"23,190",,,,,
Gila,,,,3,"1,845",,,8,,210,,926,,"2,989",,,,,
Graham,,,,2,"1,374",,,7,,193,,621,,"2,195",,,,,
Mohave,,,,2,280,,,3,,119,,365,,767,,,,,
Navajo,,,,9,"22,378",,,267,,"12,961",,"13,741",,"49,347",,,,,
Pinal,,,,1,0,,,0,,0,,0,,0,,,,,
Total:,,,,87,"66,300",,,600,,"27,811",,"35,062",,"129,773",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 8,,,,,,,,,,,,,,,,,,,
Gila,,,,18,"3,719",,,43,,"2,969",,"2,526",,"9,257",,,,,
Pinal,,,,51,"30,099",,,709,,"34,127",,"35,834",,"100,769",,,,,
Total:,,,,69,"33,818",,,752,,"37,096",,"38,360",,"110,026",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 9,,,,,,,,,,,,,,,,,,,
Pima,,,,57,"55,928",,,"1,005",,"38,246",,"37,175",,"132,354",,,,,
Total:,,,,57,"55,928",,,"1,005",,"38,246",,"37,175",,"132,354",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 10,,,,,,,,,,,,,,,,,,,
Pima,,,,49,"52,495",,,"1,061",,"39,725",,"36,972",,"130,253",,,,,
Total:,,,,49,"52,495",,,"1,061",,"39,725",,"36,972",,"130,253",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 11,,,,,,,,,,,,,,,,,,,
Pima,,,,34,"26,131",,,654,,"36,306",,"25,420",,"88,511",,,,,
Pinal,,,,27,"17,795",,,492,,"22,727",,"22,962",,"63,976",,,,,
Total:,,,,61,"43,926",,,"1,146",,"59,033",,"48,382",,"152,487",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 12,,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"38,130",,,"1,653",,"76,685",,"51,239",,"167,707",,,,,
Pinal,,,,1,320,,,22,,914,,591,,"1,847",,,,,
Total:,,,,38,"38,450",,,"1,675",,"77,599",,"51,830",,"169,554",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 13,,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"24,612",,,738,,"40,256",,"30,961",,"96,567",,,,,
Yuma,,,,21,"10,548",,,341,,"19,266",,"15,721",,"45,876",,,,,
Total:,,,,50,"35,160",,,"1,079",,"59,522",,"46,682",,"142,443",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 14,,,,,,,,,,,,,,,,,,,
Cochise,,,,49,"20,356",,,572,,"29,906",,"24,830",,"75,664",,,,,
Graham,,,,20,"3,708",,,95,,"8,958",,"4,178",,"16,939",,,,,
Greenlee,,,,8,"1,756",,,37,,"1,564",,"1,354",,"4,711",,,,,
Pima,,,,18,"8,285",,,332,,"14,690",,"10,249",,"33,556",,,,,
Total:,,,,95,"34,105",,,"1,036",,"55,118",,"40,611",,"130,870",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 15,,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"37,348",,,"1,407",,"61,664",,"46,773",,"147,192",,,,,
Total:,,,,42,"37,348",,,"1,407",,"61,664",,"46,773",,"147,192",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 16,,,,,,,,,,,,,,,,,,,
Maricopa,,,,25,"22,105",,,890,,"40,008",,"32,116",,"95,119",,,,,
Pinal,,,,21,"11,669",,,426,,"23,472",,"19,557",,"55,124",,,,,
Total:,,,,46,"33,774",,,"1,316",,"63,480",,"51,673",,"150,243",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 17,,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"44,755",,,"1,336",,"55,459",,"50,246",,"151,796",,,,,
Total:,,,,40,"44,755",,,"1,336",,"55,459",,"50,246",,"151,796",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 18,,,,,,,,,,,,,,,,,,,
Maricopa,,,,41,"52,427",,,"1,518",,"50,036",,"47,884",,"151,865",,,,,
Total:,,,,41,"52,427",,,"1,518",,"50,036",,"47,884",,"151,865",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 19,,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"42,161",,,701,,"15,494",,"35,432",,"93,788",,,,,
Total:,,,,29,"42,161",,,701,,"15,494",,"35,432",,"93,788",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 20,,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"39,398",,,"1,339",,"44,399",,"44,728",,"129,864",,,,,
Total:,,,,47,"39,398",,,"1,339",,"44,399",,"44,728",,"129,864",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 21,,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"38,453",,,986,,"50,685",,"44,471",,"134,595",,,,,
Total:,,,,42,"38,453",,,986,,"50,685",,"44,471",,"134,595",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 22,,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"38,333",,,"1,075",,"77,941",,"49,618",,"166,967",,,,,
Total:,,,,48,"38,333",,,"1,075",,"77,941",,"49,618",,"166,967",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 23,,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"41,710",,,"1,212",,"75,948",,"51,970",,"170,840",,,,,
Total:,,,,57,"41,710",,,"1,212",,"75,948",,"51,970",,"170,840",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 24,,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"52,882",,,"1,313",,"24,103",,"38,705",,"117,003",,,,,
Total:,,,,40,"52,882",,,"1,313",,"24,103",,"38,705",,"117,003",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 25,,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"33,290",,,"1,331",,"61,062",,"43,000",,"138,683",,,,,
Total:,,,,42,"33,290",,,"1,331",,"61,062",,"43,000",,"138,683",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 26,,,,,,,,,,,,,,,,,,,
Maricopa,,,,34,"40,595",,,"1,266",,"22,175",,"38,828",,"102,864",,,,,
Total:,,,,34,"40,595",,,"1,266",,"22,175",,"38,828",,"102,864",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 27,,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"52,586",,,754,,"14,439",,"36,621",,"104,400",,,,,
Total:,,,,37,"52,586",,,754,,"14,439",,"36,621",,"104,400",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 28,,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"45,495",,,"1,340",,"49,190",,"41,682",,"137,707",,,,,
Total:,,,,57,"45,495",,,"1,340",,"49,190",,"41,682",,"137,707",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 29,,,,,,,,,,,,,,,,,,,
Maricopa,,,,33,"37,821",,,705,,"15,193",,"33,117",,"86,836",,,,,
Total:,,,,33,"37,821",,,705,,"15,193",,"33,117",,"86,836",,,,,
,,,,,,,,,,,,,,,,,,,
Legislative District 30,,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"35,852",,,728,,"16,641",,"32,712",,"85,933",,,,,
Total:,,,,29,"35,852",,,728,,"16,641",,"32,712",,"85,933",,,,,
,,,,,,,,,,,,,,,,,,,
State Total:,,,,1489,"1,261,935",,,"31,840",,"1,360,293",,"1,258,940",,"3,913,008",,,,,
Inactive,,,,,,,,,,,,,,,,,,,
County,Precincts,,Date/Period,,,Democratic,,,Green,Libertarian,Republican,,Other,,Total,,,,
,,,,,,,,,,,,,,,,,,,
Apache,44,,OCT 2019,,,"1,362",,,4,13,627,,857,,"2,863",,,,
,44,,JAN 2020,,,"1,335",,,*,11,621,,853,,"2,820",,,,
,44,,PPE 2020,,,"1,300",,,*,11,622,,839,,"2,772",,,,
,,,,,,,,,,,,,,,,,,,
Cochise,49,,OCT 2019,,,"3,176",,,34,127,"4,403",,"6,590",,"14,330",,,,
,49,,JAN 2020,,,"3,104",,,*,122,"4,309",,"6,532",,"14,067",,,,
,49,,PPE 2020,,,"2,952",,,*,117,"4,147",,"6,300",,"13,516",,,,
,,,,,,,,,,,,,,,,,,,
Coconino,71,,OCT 2019,,,"3,596",,,47,141,"2,393",,"5,079",,"11,256",,,,
,71,,JAN 2020,,,"3,738",,,*,142,"2,424",,"5,244",,"11,548",,,,
,71,,PPE 2020,,,"4,643",,,*,184,"2,867",,"6,293",,"13,987",,,,
,,,,,,,,,,,,,,,,,,,
Gila,39,,OCT 2019,,,"1,031",,,5,22,"1,521",,"1,672",,"4,251",,,,
,39,,JAN 2020,,,978,,,*,19,"1,417",,"1,593",,"4,007",,,,
,39,,PPE 2020,,,920,,,*,17,"1,314",,"1,493",,"3,744",,,,
,,,,,,,,,,,,,,,,,,,
Graham,22,,OCT 2019,,,616,,,1,14,814,,971,,"2,416",,,,
,22,,JAN 2020,,,603,,,*,14,800,,957,,"2,374",,,,
,22,,PPE 2020,,,805,,,*,13,768,,932,,"2,518",,,,
,,,,,,,,,,,,,,,,,,,
Greenlee,8,,OCT 2019,,,82,,,0,2,102,,148,,334,,,,
,8,,JAN 2020,,,77,,,*,2,98,,139,,316,,,,
,8,,PPE 2020,,,112,,,*,0,91,,128,,331,,,,
,,,,,,,,,,,,,,,,,,,
La Paz,11,,OCT 2019,,,502,,,6,11,692,,969,,"2,180",,,,
,11,,JAN 2020,,,502,,,*,11,681,,963,,"2,157",,,,
,11,,PPE 2020,,,550,,,*,11,673,,946,,"2,180",,,,
,,,,,,,,,,,,,,,,,,,
Maricopa,743,,OCT 2019,,,"64,146",,,527,"2,706","60,603",,"93,343",,"221,325",,,,
,743,,JAN 2020,,,"63,830",,,*,"2,698","60,213",,"94,147",,"220,888",,,,
,743,,PPE 2020,,,"80,988",,,*,"3,474","79,968",,"122,021",,"286,451",,,,
,,,,,,,,,,,,,,,,,,,
Mohave,24,,OCT 2019,,,"2,483",,,25,120,"5,290",,"7,358",,"15,276",,,,
,24,,JAN 2020,,,"2,838",,,*,141,"6,105",,"8,331",,"17,415",,,,
,24,,PPE 2020,,,"2,869",,,*,137,"5,886",,"8,086",,"16,978",,,,
,,,,,,,,,,,,,,,,,,,
Navajo,14,,OCT 2019,,,"3,263",,,19,96,"3,507",,"3,930",,"10,815",,,,
,14,,JAN 2020,,,"3,308",,,*,100,"3,601",,"4,000",,"11,009",,,,
,14,,PPE 2020,,,"3,163",,,*,92,"3,339",,"3,807",,"10,401",,,,
,,,,,,,,,,,,,,,,,,,
Pima,249,,OCT 2019,,,"22,394",,,302,770,"16,495",,"29,189",,"69,150",,,,
,249,,JAN 2020,,,"23,426",,,*,809,"17,000",,"30,736",,"71,971",,,,
,249,,PPE 2020,,,"21,629",,,*,747,"16,100",,"29,165",,"67,641",,,,
,,,,,,,,,,,,,,,,,,,
Pinal,102,,OCT 2019,,,"3,801",,,23,177,"4,836",,"8,105",,"16,942",,,,
,102,,JAN 2020,,,"3,651",,,*,173,"4,664",,"7,894",,"16,382",,,,
,102,,PPE 2020,,,"3,358",,,*,146,"4,242",,"7,426",,"15,172",,,,
,,,,,,,,,,,,,,,,,,,
Santa Cruz,24,,OCT 2019,,,449,,,0,5,115,,413,,982,,,,
,24,,JAN 2020,,,444,,,*,5,115,,413,,977,,,,
,24,,PPE 2020,,,529,,,*,5,105,,391,,"1,030",,,,
,,,,,,,,,,,,,,,,,,,
Yavapai,45,,OCT 2019,,,"3,196",,,76,221,"6,207",,"7,465",,"17,165",,,,
,45,,JAN 2020,,,"3,477",,,*,233,"6,600",,"7,998",,"18,308",,,,
,45,,PPE 2020,,,"3,940",,,*,222,"6,202",,"7,641",,"18,005",,,,
,,,,,,,,,,,,,,,,,,,
Yuma,44,,OCT 2019,,,"7,111",,,24,229,"6,701",,"12,415",,"26,480",,,,
,44,,JAN 2020,,,"6,981",,,*,229,"6,552",,"12,224",,"25,986",,,,
,44,,PPE 2020,,,"7,262",,,*,222,"6,507",,"12,081",,"26,072",,,,
,,,,,,,,,,,,,,,,,,,
Totals:,"1,489",,OCT 2019,,,"117,208",,,"1,093","4,654","114,306",,"178,504",,"415,765",,,,
,"1,489",,JAN 2020,,,"118,292",,,*,"4,709","115,200",,"182,024",,"420,225",,,,
,"1,489",,PPE 2020,,,"135,020",,,*,"5,398","132,831",,"207,549",,"480,798",,,,
,,,,,,,,,,,,,,,,,,,
Percentages:,,,OCT 2019,,,28.19,,,0.26,1.12,27.49,,42.93,,,,,,
,,,JAN 2020,,,28.15,,,*,1.12,27.41,,43.32,,,,,,
,,,PPE 2020,,,28.08,,,*,1.12,27.63,,43.17,,,,,,
*Party no longer recognized at the state level,,,,,,,,,,,,,,,,,,,
Inactive,,,,,,,,,,,,,,,,,,,
District,,,,Precincts,Democratic,,,Libertarian,,Republican,,Other,,Total,,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 1,,,,,,,,,,,,,,,,,,,
Apache,,,,44,"1,300",,,11,,622,,839,,"2,772",,,,,
Coconino,,,,71,"4,643",,,184,,"2,867",,"6,293",,"13,987",,,,,
Gila,,,,22,591,,,3,,305,,661,,"1,560",,,,,
Graham,,,,22,805,,,13,,768,,932,,"2,518",,,,,
Greenlee,,,,8,112,,,0,,91,,128,,331,,,,,
Maricopa,,,,3,40,,,0,,7,,31,,78,,,,,
Mohave,,,,2,11,,,0,,11,,19,,41,,,,,
Navajo,,,,14,"3,163",,,92,,"3,339",,"3,807",,"10,401",,,,,
Pima,,,,26,"1,438",,,67,,"2,423",,"2,462",,"6,390",,,,,
Pinal,,,,60,"2,198",,,57,,"2,060",,"3,991",,"8,306",,,,,
Yavapai,,,,7,759,,,26,,572,,"1,059",,"2,416",,,,,
Total:,,,,279,"15,060",,,453,,"13,065",,"20,222",,"48,800",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 2,,,,,,,,,,,,,,,,,,,
Cochise,,,,49,"2,952",,,117,,"4,147",,"6,300",,"13,516",,,,,
Pima,,,,146,"13,146",,,516,,"10,789",,"18,714",,"43,165",,,,,
Total:,,,,195,"16,098",,,633,,"14,936",,"25,014",,"56,681",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 3,,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"6,297",,,191,,"4,314",,"9,386",,"20,188",,,,,
Pima,,,,77,"7,045",,,164,,"2,888",,"7,989",,"18,086",,,,,
Pinal,,,,1,11,,,0,,2,,4,,17,,,,,
Santa Cruz,,,,24,529,,,5,,105,,391,,"1,030",,,,,
Yuma,,,,29,"4,913",,,131,,"2,957",,"7,083",,"15,084",,,,,
Total:,,,,178,"18,795",,,491,,"10,266",,"24,853",,"54,405",,,,,
,,,,,,,,,,,,,,,,,,,
Congressional District 4,,,,,,,,,,,,,,,,,,,
Gila,,,,17,329,,,14,,"1,009",,832,,"2,184",,,,,
La Paz,,,,11,550,,,11,,673,,946,,"2,180",,,,,
