"County","Muni","HINDI","ward","WardCode","VoterCount"
"DANE COUNTY","TOWN OF MAZOMANIE - DANE COUNTY","13034","Town of Mazomanie - Ward 2","WD-002","306"
"DANE COUNTY","TOWN OF MEDINA - DANE COUNTY","13036","Town of Medina - Ward 1","WD-001","515"
"DANE COUNTY","TOWN OF MEDINA - DANE COUNTY","13036","Town of Medina - Ward 2","WD-002","396"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 1","WD-001","622"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 2","WD-002","626"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 3","WD-003","529"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 4","WD-004","613"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 5","WD-005","567"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 6","WD-006","586"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 7","WD-007","682"
"DANE COUNTY","TOWN OF MIDDLETON - DANE COUNTY","13038","Town of Middleton - Ward 8","WD-008","783"
"DANE COUNTY","TOWN OF MONTROSE - DANE COUNTY","13040","Town of Montrose - Ward 1","WD-001","374"
"DANE COUNTY","TOWN OF MONTROSE - DANE COUNTY","13040","Town of Montrose - Ward 2","WD-002","403"
"DANE COUNTY","TOWN OF OREGON - DANE COUNTY","13042","Town of Oregon - Ward 1","WD-001","494"
"DANE COUNTY","TOWN OF OREGON - DANE COUNTY","13042","Town of Oregon - Ward 2","WD-002","459"
"DANE COUNTY","TOWN OF OREGON - DANE COUNTY","13042","Town of Oregon - Ward 3","WD-003","747"
"DANE COUNTY","TOWN OF OREGON - DANE COUNTY","13042","Town of Oregon - Ward 4","WD-004","653"
"DANE COUNTY","TOWN OF PERRY - DANE COUNTY","13044","Town of Perry - Ward 1","WD-001","521"
"DANE COUNTY","TOWN OF PLEASANT SPRINGS - DANE COUNTY","13046","Town of Pleasant Springs - Ward 1","WD-001","697"
"DANE COUNTY","TOWN OF PLEASANT SPRINGS - DANE COUNTY","13046","Town of Pleasant Springs - Ward 2","WD-002","847"
"DANE COUNTY","TOWN OF PLEASANT SPRINGS - DANE COUNTY","13046","Town of Pleasant Springs - Ward 3","WD-003","384"
"DANE COUNTY","TOWN OF PLEASANT SPRINGS - DANE COUNTY","13046","Town of Pleasant Springs - Ward 4","WD-004","452"
"DANE COUNTY","TOWN OF PRIMROSE - DANE COUNTY","13048","Town of Primrose - Ward 1","WD-001","558"
"DANE COUNTY","TOWN OF ROXBURY - DANE COUNTY","13050","Town of Roxbury - Ward 1","WD-001","640"
"DANE COUNTY","TOWN OF ROXBURY - DANE COUNTY","13050","Town of Roxbury - Ward 2","WD-002","657"
"DANE COUNTY","TOWN OF RUTLAND - DANE COUNTY","13052","Town of Rutland - Ward 1","WD-001","739"
"DANE COUNTY","TOWN OF RUTLAND - DANE COUNTY","13052","Town of Rutland - Ward 2","WD-002","735"
"DANE COUNTY","TOWN OF SPRINGDALE - DANE COUNTY","13054","Town of Spingdale - Ward 1","WD-001","497"
"DANE COUNTY","TOWN OF SPRINGDALE - DANE COUNTY","13054","Town of Springdale - Ward 2","WD-002","463"
"DANE COUNTY","TOWN OF SPRINGDALE - DANE COUNTY","13054","Town Of Springdale - Ward 3","WD-003","554"
"DANE COUNTY","TOWN OF SPRINGFIELD - DANE COUNTY","13056","Town of Springfield - Ward 1","WD-001","448"
"DANE COUNTY","TOWN OF SPRINGFIELD - DANE COUNTY","13056","Town of Springfield - Ward 2","WD-002","617"
"DANE COUNTY","TOWN OF SPRINGFIELD - DANE COUNTY","13056","Town of Springfield - Ward 3","WD-003","548"
"DANE COUNTY","TOWN OF SPRINGFIELD - DANE COUNTY","13056","Town Of Springfield - Ward 4","WD-004","353"
"DANE COUNTY","TOWN OF SUN PRAIRIE - DANE COUNTY","13058","Town of Sun Prairie - Ward 1","WD-001","406"
"DANE COUNTY","TOWN OF SUN PRAIRIE - DANE COUNTY","13058","Town of Sun Prairie - Ward 2","WD-002","616"
"DANE COUNTY","TOWN OF SUN PRAIRIE - DANE COUNTY","13058","Town of Sun Prairie - Ward 3","WD-003","543"
"DANE COUNTY","TOWN OF VERMONT - DANE COUNTY","13060","Town of Vermont - Ward 1","WD-001","679"
"DANE COUNTY","TOWN OF VERONA - DANE COUNTY","13062","Town of Verona - Ward 1","WD-001","553"
"DANE COUNTY","TOWN OF VERONA - DANE COUNTY","13062","Town of Verona - Ward 2","WD-002","412"
"DANE COUNTY","TOWN OF VERONA - DANE COUNTY","13062","Town of Verona - Ward 3","WD-003","559"
"DANE COUNTY","TOWN OF VIENNA - DANE COUNTY","13064","Town of Vienna - Ward 1","WD-001","645"
"DANE COUNTY","TOWN OF VIENNA - DANE COUNTY","13064","Town of Vienna - Ward 2","WD-002","437"
"DANE COUNTY","TOWN OF WESTPORT - DANE COUNTY","13066","Town of Westport - Ward 1","WD-001","549"
"DANE COUNTY","TOWN OF WESTPORT - DANE COUNTY","13066","Town of Westport - Ward 2","WD-002","721"
"DANE COUNTY","TOWN OF WESTPORT - DANE COUNTY","13066","Town of Westport - Ward 3","WD-003","733"
"DANE COUNTY","TOWN OF WESTPORT - DANE COUNTY","13066","Town of Westport - Ward 4","WD-004","522"
"DANE COUNTY","TOWN OF WESTPORT - DANE COUNTY","13066","Town of Westport - Ward 5","WD-005","785"
"DANE COUNTY","TOWN OF YORK - DANE COUNTY","13070","Town of York - Ward 1","WD-001","475"
"DANE COUNTY","VILLAGE OF BELLEVILLE - MULTIPLE COUNTIES","13106","Village of Belleville - Ward 1","WD-001","652"
"DANE COUNTY","VILLAGE OF BELLEVILLE - MULTIPLE COUNTIES","13106","Village of Belleville - Ward 2","WD-002","834"
"DANE COUNTY","VILLAGE OF BLACK EARTH - DANE COUNTY","13107","Village of Black Earth - Ward 1","WD-001","345"
"DANE COUNTY","VILLAGE OF BLACK EARTH - DANE COUNTY","13107","Village of Black Earth - Ward 2","WD-002","631"
"DANE COUNTY","VILLAGE OF BLUE MOUNDS - DANE COUNTY","13108","Village of Blue Mounds - Ward 1","WD-001","608"
"DANE COUNTY","VILLAGE OF BROOKLYN - MULTIPLE COUNTIES","13109","Village of Brooklyn - Ward 1","WD-001","228"
"DANE COUNTY","VILLAGE OF BROOKLYN - MULTIPLE COUNTIES","13109","Village of Brooklyn - Ward 3","WD-003","417"
"DANE COUNTY","VILLAGE OF CAMBRIDGE - MULTIPLE COUNTIES","13111","Village of Cambridge - Ward 2","WD-002","518"
"DANE COUNTY","VILLAGE OF CAMBRIDGE - MULTIPLE COUNTIES","13111","Village of Cambridge - Ward 3","WD-003","639"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 1","WD-001","638"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 2","WD-002","563"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 3","WD-003","486"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 4","WD-004","435"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 5","WD-005","587"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 6","WD-006","653"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 7","WD-007","618"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 8","WD-008","486"
"DANE COUNTY","VILLAGE OF COTTAGE GROVE - DANE COUNTY","13112","Village of Cottage Grove - Ward 9","WD-009","585"
"DANE COUNTY","VILLAGE OF CROSS PLAINS - DANE COUNTY","13113","Village of Cross Plains - Ward 1","WD-001","580"
"DANE COUNTY","VILLAGE OF CROSS PLAINS - DANE COUNTY","13113","Village of Cross Plains - Ward 2","WD-002","514"
"DANE COUNTY","VILLAGE OF CROSS PLAINS - DANE COUNTY","13113","Village of Cross Plains - Ward 3","WD-003","360"
"DANE COUNTY","VILLAGE OF CROSS PLAINS - DANE COUNTY","13113","Village of Cross Plains - Ward 4","WD-004","420"
"DANE COUNTY","VILLAGE OF CROSS PLAINS - DANE COUNTY","13113","Village of Cross Plains - Ward 5","WD-005","439"
"DANE COUNTY","VILLAGE OF CROSS PLAINS - DANE COUNTY","13113","Village Of Cross Plains - Ward 6","WD-006","425"
"DANE COUNTY","VILLAGE OF DANE - DANE COUNTY","13116","Village of Dane - Ward 1","WD-001","661"
"DANE COUNTY","VILLAGE OF DEERFIELD - DANE COUNTY","13117","Village of Deerfield - Ward 1","WD-001","460"
"DANE COUNTY","VILLAGE OF DEERFIELD - DANE COUNTY","13117","Village of Deerfield - Ward 2","WD-002","569"
"DANE COUNTY","VILLAGE OF DEERFIELD - DANE COUNTY","13117","Village of Deerfield - Ward 3","WD-003","583"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 1","WD-001","630"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 10","WD-010","362"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 11","WD-011","8"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 12","WD-012","3"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 18","WD-018","2"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 2","WD-002","663"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 3","WD-003","700"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 4","WD-004","432"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 5","WD-005","759"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 6","WD-006","784"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 7","WD-007","730"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 8","WD-008","847"
"DANE COUNTY","VILLAGE OF DEFOREST - DANE COUNTY","13118","Village of DeForest - Ward 9","WD-009","1058"
"DANE COUNTY","VILLAGE OF MAPLE BLUFF - DANE COUNTY","13151","Village of Maple Bluff - Ward 1","WD-001","614"
"DANE COUNTY","VILLAGE OF MAPLE BLUFF - DANE COUNTY","13151","Village of Maple Bluff - Ward 2","WD-002","565"
"DANE COUNTY","VILLAGE OF MARSHALL - DANE COUNTY","13152","Village of Marshall - Ward 1","WD-001","425"
"DANE COUNTY","VILLAGE OF MARSHALL - DANE COUNTY","13152","Village of Marshall - Ward 2","WD-002","324"
"DANE COUNTY","VILLAGE OF MARSHALL - DANE COUNTY","13152","Village of Marshall - Ward 3","WD-003","485"
"DANE COUNTY","VILLAGE OF MARSHALL - DANE COUNTY","13152","Village of Marshall - Ward 4","WD-004","554"
"DANE COUNTY","VILLAGE OF MARSHALL - DANE COUNTY","13152","Village of Marshall - Ward 5","WD-005","304"
"DANE COUNTY","VILLAGE OF MAZOMANIE - DANE COUNTY","13153","Village of Mazomanie - Ward 1","WD-001","339"
"DANE COUNTY","VILLAGE OF MAZOMANIE - DANE COUNTY","13153","Village of Mazomanie - Ward 2","WD-002","461"
"DANE COUNTY","VILLAGE OF MAZOMANIE - DANE COUNTY","13153","Village of Mazomanie - Ward 3","WD-003","359"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 1","WD-001","698"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 10","WD-010","620"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 2","WD-002","667"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 3","WD-003","650"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 4","WD-004","628"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 5","WD-005","661"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 6","WD-006","469"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 7","WD-007","576"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 8","WD-008","584"
"DANE COUNTY","VILLAGE OF MCFARLAND - DANE COUNTY","13154","Village of McFarland - Ward 9","WD-009","690"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 1","WD-001","507"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village Of Mount Horeb - Ward 10","WD-010","438"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 2","WD-002","552"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 3","WD-003","511"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 4","WD-004","536"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 5","WD-005","492"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 6","WD-006","635"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 7","WD-007","522"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 8","WD-008","442"
"DANE COUNTY","VILLAGE OF MOUNT HOREB - DANE COUNTY","13157","Village of Mount Horeb - Ward 9","WD-009","552"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 1","WD-001","530"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 10","WD-010","644"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 11","WD-011","437"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village Of Oregon - Ward 12","WD-012","685"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village Of Oregon - Ward 13","WD-013","694"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village Of Oregon - Ward 14","WD-014","437"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 2","WD-002","504"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 3","WD-003","493"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 4","WD-004","556"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 5","WD-005","680"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 6","WD-006","519"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 7","WD-007","421"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 8","WD-008","592"
"DANE COUNTY","VILLAGE OF OREGON - DANE COUNTY","13165","Village of Oregon - Ward 9","WD-009","448"
"DANE COUNTY","VILLAGE OF ROCKDALE - DANE COUNTY","13176","Village of Rockdale - Ward 1","WD-001","134"
"DANE COUNTY","VILLAGE OF SHOREWOOD HILLS - DANE COUNTY","13181","Village of Shorewood Hills - Ward 1","WD-001","804"
"DANE COUNTY","VILLAGE OF SHOREWOOD HILLS - DANE COUNTY","13181","Village of Shorewood Hills - Ward 2","WD-002","870"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 1","WD-001","1149"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 10","WD-010","1183"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 11","WD-011","855"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 2","WD-002","1004"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 3","WD-003","1017"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 4","WD-004","1155"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 5","WD-005","553"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 6","WD-006","905"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 7","WD-007","502"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 8","WD-008","481"
"DANE COUNTY","VILLAGE OF WAUNAKEE - DANE COUNTY","13191","Village of Waunakee - Ward 9","WD-009","917"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 1","WD-001","475"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 10","WD-010","264"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village Of Windsor - Ward 11","WD-011","456"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village Of Windsor - Ward 12","WD-012","422"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village Of Windsor - Ward 13","WD-013","368"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village Of Windsor - Ward 14","WD-014","288"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 2","WD-002","565"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 3","WD-003","591"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 4","WD-004","458"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 5","WD-005","411"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 6","WD-006","286"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 7","WD-007","429"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 8","WD-008","400"
"DANE COUNTY","VILLAGE OF WINDSOR - DANE COUNTY","13196","Village of Windsor - Ward 9","WD-009","347"
"DANE COUNTY","CITY OF EDGERTON - MULTIPLE COUNTIES","13221","City of Edgerton - Ward 7","WD-007","74"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 1","WD-001","891"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 10","WD-010","530"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 11","WD-011","802"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 12","WD-012","1313"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 13","WD-013","1224"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 14","WD-014","1059"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 15","WD-015","648"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 16","WD-016","305"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 17","WD-017","533"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 18","WD-018","831"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 19","WD-019","1568"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 2","WD-002","512"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 20","WD-020","353"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City Of Fitchburg - Ward 21","WD-021","554"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City Of Fitchburg - Ward 24","WD-024","422"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 3","WD-003","172"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 4","WD-004","712"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 5","WD-005","1062"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 6","WD-006","540"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 7","WD-007","1299"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 8","WD-008","1111"
"DANE COUNTY","CITY OF FITCHBURG - DANE COUNTY","13225","City of Fitchburg - Ward 9","WD-009","817"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward   1","WD-001","1181"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward   2","WD-002","828"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward   3","WD-003","1256"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward  28","WD-028","1793"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 10","WD-010","1532"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 100","WD-100","525"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 101","WD-101","1342"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 102","WD-102","1309"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 103","WD-103","2135"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 104","WD-104","2184"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 105","WD-105","1584"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 106","WD-106","1867"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 107","WD-107","2079"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 108","WD-108","588"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 109","WD-109","1104"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 11","WD-011","1883"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 110","WD-110","1578"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 111","WD-111","831"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 112","WD-112","634"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 113","WD-113","2728"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 114","WD-114","2848"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 115","WD-115","2072"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 116","WD-116","1986"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 117","WD-117","1790"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 118","WD-118","955"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 119","WD-119","1912"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 12","WD-012","1569"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 120","WD-120","2"
"DANE COUNTY","CITY OF MADISON - DANE COUNTY","13251","City of Madison - Ward 121","WD-121","5"
