"County","Muni","HINDI","ward","WardCode","VoterCount"
"OZAUKEE COUNTY","TOWN OF GRAFTON - OZAUKEE COUNTY","46008","Town Of Grafton - Ward 6","WD-006","651"
"OZAUKEE COUNTY","TOWN OF PORT WASHINGTON - OZAUKEE COUNTY","46012","Town of Port Washington - Ward 1","WD-001","559"
"OZAUKEE COUNTY","TOWN OF PORT WASHINGTON - OZAUKEE COUNTY","46012","Town of Port Washington - Ward 2","WD-002","550"
"OZAUKEE COUNTY","TOWN OF SAUKVILLE - OZAUKEE COUNTY","46014","Town of Saukville - Ward 1","WD-001","610"
"OZAUKEE COUNTY","TOWN OF SAUKVILLE - OZAUKEE COUNTY","46014","Town of Saukville - Ward 2","WD-002","683"
"OZAUKEE COUNTY","TOWN OF SAUKVILLE - OZAUKEE COUNTY","46014","Town of Saukville - Ward 3","WD-003","37"
"OZAUKEE COUNTY","VILLAGE OF BAYSIDE - MULTIPLE COUNTIES","46105","Village of Bayside - Ward 6","WD-006","88"
"OZAUKEE COUNTY","VILLAGE OF BELGIUM - OZAUKEE COUNTY","46106","Village of Belgium - Ward 1","WD-001","586"
"OZAUKEE COUNTY","VILLAGE OF BELGIUM - OZAUKEE COUNTY","46106","Village of Belgium - Ward 2","WD-002","372"
"OZAUKEE COUNTY","VILLAGE OF BELGIUM - OZAUKEE COUNTY","46106","Village of Belgium - Ward 3","WD-003","559"
"OZAUKEE COUNTY","VILLAGE OF FREDONIA - OZAUKEE COUNTY","46126","Village of Fredonia - Ward 1","WD-001","546"
"OZAUKEE COUNTY","VILLAGE OF FREDONIA - OZAUKEE COUNTY","46126","Village of Fredonia - Ward 2","WD-002","501"
"OZAUKEE COUNTY","VILLAGE OF FREDONIA - OZAUKEE COUNTY","46126","Village of Fredonia - Ward 3","WD-003","395"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 1","WD-001","762"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 10","WD-010","704"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 11","WD-011","475"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 12","WD-012","472"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 13","WD-013","574"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 14","WD-014","712"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village Of Grafton - Ward 15","WD-015","11"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 2","WD-002","530"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 3","WD-003","536"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 4","WD-004","522"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 5","WD-005","603"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 6","WD-006","577"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 7","WD-007","507"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 8","WD-008","556"
"OZAUKEE COUNTY","VILLAGE OF GRAFTON - OZAUKEE COUNTY","46131","Village of Grafton - Ward 9","WD-009","540"
"OZAUKEE COUNTY","VILLAGE OF NEWBURG - MULTIPLE COUNTIES","46161","Village of Newburg - Ward 3","WD-003","54"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 1","WD-001","487"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 2","WD-002","424"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 3","WD-003","367"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 4","WD-004","185"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 5","WD-005","235"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 6","WD-006","541"
"OZAUKEE COUNTY","VILLAGE OF SAUKVILLE - OZAUKEE COUNTY","46181","Village of Saukville - Ward 7","WD-007","313"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 1","WD-001","690"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 2","WD-002","606"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 3","WD-003","473"
"OZAUKEE COUNTY","VILLAGE OF THIENSVILLE - OZAUKEE COUNTY","46186","Village of Thiensville - Ward 4","WD-004","489"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 1","WD-001","1467"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 2","WD-002","1193"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 3","WD-003","1162"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 4","WD-004","1136"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 5","WD-005","1251"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 6","WD-006","1276"
"OZAUKEE COUNTY","CITY OF CEDARBURG - OZAUKEE COUNTY","46211","City of Cedarburg - Ward 7","WD-007","1349"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 1","WD-001","697"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 10","WD-010","448"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 11","WD-011","206"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City Of Mequon - Ward 11a","WD-11A","406"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 12","WD-012","551"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 13","WD-013","899"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 14","WD-014","454"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 15","WD-015","461"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 16","WD-016","1294"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 17","WD-017","920"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 18","WD-018","1427"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 19","WD-019","1024"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 2","WD-002","1050"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 20","WD-020","1403"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 3","WD-003","522"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 4","WD-004","1040"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 5","WD-005","1441"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 6","WD-006","771"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City Of Mequon - Ward 7","WD-007","689"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 7A","WD-07A","142"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 8","WD-008","686"
"OZAUKEE COUNTY","CITY OF MEQUON - OZAUKEE COUNTY","46255","City of Mequon - Ward 9","WD-009","1305"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 1","WD-001","1161"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 2","WD-002","1160"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 3","WD-003","1113"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 4","WD-004","1218"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 5","WD-005","1146"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 6","WD-006","962"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City of Port Washington - Ward 7","WD-007","1176"
"OZAUKEE COUNTY","CITY OF PORT WASHINGTON - OZAUKEE COUNTY","46271","City Of Port Washington - Ward 8","WD-008","13"
"PEPIN COUNTY","TOWN OF ALBANY - PEPIN COUNTY","47002","Town of Albany - Ward 1","WD-001","341"
"PEPIN COUNTY","TOWN OF ALBANY - PEPIN COUNTY","47002","Town Of Albany - Ward 2","WD-002","31"
"PEPIN COUNTY","TOWN OF DURAND - PEPIN COUNTY","47004","Town of Durand - Ward 1","WD-001","246"
"PEPIN COUNTY","TOWN OF DURAND - PEPIN COUNTY","47004","Town of Durand - Ward 2","WD-002","193"
"PEPIN COUNTY","TOWN OF FRANKFORT - PEPIN COUNTY","47006","Town of Frankfort - Ward 1","WD-001","177"
"PEPIN COUNTY","TOWN OF FRANKFORT - PEPIN COUNTY","47006","Town Of Frankfort - Ward 2","WD-002","24"
"PEPIN COUNTY","TOWN OF LIMA - PEPIN COUNTY","47008","Town of Lima - Ward 1","WD-001","239"
"PEPIN COUNTY","TOWN OF LIMA - PEPIN COUNTY","47008","Town of Lima - Ward 2","WD-002","107"
"PEPIN COUNTY","TOWN OF PEPIN - PEPIN COUNTY","47010","Town of Pepin - Ward 1","WD-001","283"
"PEPIN COUNTY","TOWN OF PEPIN - PEPIN COUNTY","47010","Town of Pepin - Ward 2","WD-002","197"
"PEPIN COUNTY","TOWN OF STOCKHOLM - PEPIN COUNTY","47012","Town of Stockholm - Ward 1","WD-001","163"
"PEPIN COUNTY","TOWN OF WATERVILLE - PEPIN COUNTY","47014","Town of Waterville - Ward 1","WD-001","268"
"PEPIN COUNTY","TOWN OF WATERVILLE - PEPIN COUNTY","47014","Town of Waterville - Ward 2","WD-002","208"
"PEPIN COUNTY","TOWN OF WAUBEEK - PEPIN COUNTY","47016","Town of Waubeek - Ward 1","WD-001","189"
"PEPIN COUNTY","TOWN OF WAUBEEK - PEPIN COUNTY","47016","Town Of Waubeek - Ward 2","WD-002","82"
"PEPIN COUNTY","VILLAGE OF PEPIN - PEPIN COUNTY","47171","Village of Pepin - Ward 1","WD-001","412"
"PEPIN COUNTY","VILLAGE OF PEPIN - PEPIN COUNTY","47171","Village of Pepin - Ward 2","WD-002","89"
"PEPIN COUNTY","VILLAGE OF STOCKHOLM - PEPIN COUNTY","47181","Village of Stockholm - Ward 1","WD-001","75"
"PEPIN COUNTY","CITY OF DURAND - PEPIN COUNTY","47216","City of Durand - Ward 1","WD-001","325"
"PEPIN COUNTY","CITY OF DURAND - PEPIN COUNTY","47216","City of Durand - Ward 2","WD-002","363"
"PEPIN COUNTY","CITY OF DURAND - PEPIN COUNTY","47216","City of Durand - Ward 3","WD-003","334"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town of Clifton - Ward 1","WD-001","349"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town of Clifton - Ward 2","WD-002","477"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town of Clifton - Ward 3","WD-003","377"
"PIERCE COUNTY","TOWN OF CLIFTON - PIERCE COUNTY","48002","Town Of Clifton - Ward 4","WD-004","416"
"PIERCE COUNTY","TOWN OF DIAMOND BLUFF - PIERCE COUNTY","48004","Town of Diamond Bluff - Ward 1","WD-001","319"
"PIERCE COUNTY","TOWN OF ELLSWORTH - PIERCE COUNTY","48006","Town of Ellsworth - Ward 1","WD-001","639"
"PIERCE COUNTY","TOWN OF ELLSWORTH - PIERCE COUNTY","48006","Town of Ellsworth - Ward 2","WD-002","93"
"PIERCE COUNTY","TOWN OF EL PASO - PIERCE COUNTY","48008","Town of El Paso - Ward 1","WD-001","460"
"PIERCE COUNTY","TOWN OF GILMAN - PIERCE COUNTY","48010","Town of Gilman - Ward 1","WD-001","656"
"PIERCE COUNTY","TOWN OF HARTLAND - PIERCE COUNTY","48012","Town of Hartland - Ward 1","WD-001","553"
"PIERCE COUNTY","TOWN OF ISABELLE - PIERCE COUNTY","48014","Town of Isabelle - Ward 1","WD-001","181"
"PIERCE COUNTY","TOWN OF MAIDEN ROCK - PIERCE COUNTY","48016","Town of Maiden Rock - Ward 1","WD-001","404"
"PIERCE COUNTY","TOWN OF MARTELL - PIERCE COUNTY","48018","Town of Martell - Ward 1","WD-001","328"
"PIERCE COUNTY","TOWN OF MARTELL - PIERCE COUNTY","48018","Town of Martell - Ward 2","WD-002","477"
"PIERCE COUNTY","TOWN OF OAK GROVE - PIERCE COUNTY","48020","Town of Oak Grove - Ward 1","WD-001","501"
"PIERCE COUNTY","TOWN OF OAK GROVE - PIERCE COUNTY","48020","Town of Oak Grove - Ward 2","WD-002","663"
"PIERCE COUNTY","TOWN OF OAK GROVE - PIERCE COUNTY","48020","Town of Oak Grove - Ward 3","WD-003","456"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town of River Falls - Ward 1","WD-001","514"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town of River Falls - Ward 2","WD-002","594"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town of River Falls - Ward 3","WD-003","212"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town Of River Falls - Ward 4","WD-004","89"
"PIERCE COUNTY","TOWN OF RIVER FALLS - PIERCE COUNTY","48022","Town Of River Falls - Ward 5","WD-005","170"
"PIERCE COUNTY","TOWN OF ROCK ELM - PIERCE COUNTY","48024","Town of Rock Elm - Ward 1","WD-001","292"
"PIERCE COUNTY","TOWN OF SALEM - PIERCE COUNTY","48026","Town of Salem - Ward 1","WD-001","295"
"PIERCE COUNTY","TOWN OF SPRING LAKE - PIERCE COUNTY","48028","Town of Spring Lake - Ward 1","WD-001","308"
"PIERCE COUNTY","TOWN OF SPRING LAKE - PIERCE COUNTY","48028","Town of Spring Lake - Ward 2","WD-002","82"
"PIERCE COUNTY","TOWN OF TRENTON - PIERCE COUNTY","48030","Town of Trenton - Ward 1","WD-001","646"
"PIERCE COUNTY","TOWN OF TRENTON - PIERCE COUNTY","48030","Town of Trenton - Ward 2","WD-002","507"
"PIERCE COUNTY","TOWN OF TRIMBELLE - PIERCE COUNTY","48032","Town of Trimbelle - Ward 1","WD-001","590"
"PIERCE COUNTY","TOWN OF TRIMBELLE - PIERCE COUNTY","48032","Town of Trimbelle - Ward 2","WD-002","483"
"PIERCE COUNTY","TOWN OF UNION - PIERCE COUNTY","48034","Town of Union - Ward 1","WD-001","359"
"PIERCE COUNTY","VILLAGE OF BAY CITY - PIERCE COUNTY","48106","Village of Bay City - Ward 1","WD-001","238"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 1","WD-001","510"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 2","WD-002","349"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 3","WD-003","385"
"PIERCE COUNTY","VILLAGE OF ELLSWORTH - PIERCE COUNTY","48121","Village of Ellsworth - Ward 4","WD-004","413"
"PIERCE COUNTY","VILLAGE OF ELMWOOD - PIERCE COUNTY","48122","Village of Elmwood - Ward 1","WD-001","399"
"PIERCE COUNTY","VILLAGE OF MAIDEN ROCK - PIERCE COUNTY","48151","Village of Maiden Rock - Ward 1","WD-001","83"
"PIERCE COUNTY","VILLAGE OF PLUM CITY - PIERCE COUNTY","48171","Village of Plum City - Ward 1","WD-001","297"
"PIERCE COUNTY","VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES","48181","Village of Spring Valley - Ward 1","WD-001","401"
"PIERCE COUNTY","VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES","48181","Village of Spring Valley - Ward 2","WD-002","386"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 1","WD-001","575"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 2","WD-002","573"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 3","WD-003","503"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 4","WD-004","505"
"PIERCE COUNTY","CITY OF PRESCOTT - PIERCE COUNTY","48271","City of Prescott - Ward 5","WD-005","405"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 10","WD-010","289"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 11","WD-011","297"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 12","WD-012","372"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 13","WD-013","281"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 14","WD-014","392"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 15","WD-015","563"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City Of River Falls - Ward 16","WD-016","525"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City Of River Falls - Ward 17","WD-017","311"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City Of River Falls - Ward 18","WD-018","551"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 6","WD-006","720"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 7","WD-007","734"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 8","WD-008","374"
"PIERCE COUNTY","CITY OF RIVER FALLS - MULTIPLE COUNTIES","48276","City of River Falls - Ward 9","WD-009","516"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 1","WD-001","442"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 2","WD-002","408"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 3","WD-003","626"
"POLK COUNTY","TOWN OF ALDEN - POLK COUNTY","49002","Town of Alden - Ward 4","WD-004","539"
"POLK COUNTY","TOWN OF APPLE RIVER - POLK COUNTY","49004","Town of Apple River - Ward 1","WD-001","307"
"POLK COUNTY","TOWN OF APPLE RIVER - POLK COUNTY","49004","Town of Apple River - Ward 2","WD-002","413"
"POLK COUNTY","TOWN OF BALSAM LAKE - POLK COUNTY","49006","Town of Balsam Lake - Ward 1","WD-001","594"
"POLK COUNTY","TOWN OF BALSAM LAKE - POLK COUNTY","49006","Town of Balsam Lake - Ward 2","WD-002","350"
"POLK COUNTY","TOWN OF BEAVER - POLK COUNTY","49008","Town of Beaver - Ward 1","WD-001","538"
"POLK COUNTY","TOWN OF BLACK BROOK - POLK COUNTY","49010","Town of Black Brook - Ward 1","WD-001","279"
"POLK COUNTY","TOWN OF BLACK BROOK - POLK COUNTY","49010","Town of Black Brook - Ward 2","WD-002","596"
"POLK COUNTY","TOWN OF BONE LAKE - POLK COUNTY","49012","Town of Bone Lake - Ward 1","WD-001","458"
"POLK COUNTY","TOWN OF CLAM FALLS - POLK COUNTY","49014","Town of Clam Falls - Ward 1","WD-001","345"
"POLK COUNTY","TOWN OF CLAYTON - POLK COUNTY","49016","Town of Clayton - Ward 1","WD-001","598"
"POLK COUNTY","TOWN OF CLEAR LAKE - POLK COUNTY","49018","Town of Clear Lake - Ward 1","WD-001","519"
"POLK COUNTY","TOWN OF EUREKA - POLK COUNTY","49020","Town of Eureka - Ward 1","WD-001","581"
"POLK COUNTY","TOWN OF EUREKA - POLK COUNTY","49020","Town of Eureka - Ward 2","WD-002","560"
"POLK COUNTY","TOWN OF FARMINGTON - POLK COUNTY","49022","Town of Farmington - Ward 1","WD-001","702"
"POLK COUNTY","TOWN OF FARMINGTON - POLK COUNTY","49022","Town of Farmington - Ward 2","WD-002","508"
"POLK COUNTY","TOWN OF FARMINGTON - POLK COUNTY","49022","Town Of Farmington - Ward 3","WD-003","131"
"POLK COUNTY","TOWN OF GARFIELD - POLK COUNTY","49024","Town of Garfield - Ward 1","WD-001","547"
"POLK COUNTY","TOWN OF GARFIELD - POLK COUNTY","49024","Town of Garfield - Ward 2","WD-002","554"
"POLK COUNTY","TOWN OF GEORGETOWN - POLK COUNTY","49026","Town of Georgetown - Ward 1","WD-001","452"
"POLK COUNTY","TOWN OF GEORGETOWN - POLK COUNTY","49026","Town of Georgetown - Ward 2","WD-002","253"
"POLK COUNTY","TOWN OF JOHNSTOWN - POLK COUNTY","49028","Town of Johnstown - Ward 1","WD-001","329"
"POLK COUNTY","TOWN OF LAKETOWN - POLK COUNTY","49030","Town of Laketown - Ward 1","WD-001","680"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 1","WD-001","468"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 2","WD-002","395"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 3","WD-003","345"
"POLK COUNTY","TOWN OF LINCOLN - POLK COUNTY","49032","Town of Lincoln - Ward 4","WD-004","300"
"POLK COUNTY","TOWN OF LORAIN - POLK COUNTY","49034","Town of Lorain - Ward 1","WD-001","207"
"POLK COUNTY","TOWN OF LUCK - POLK COUNTY","49036","Town of Luck - Ward 1","WD-001","407"
"POLK COUNTY","TOWN OF LUCK - POLK COUNTY","49036","Town of Luck - Ward 2","WD-002","237"
"POLK COUNTY","TOWN OF MCKINLEY - POLK COUNTY","49038","Town of McKinley - Ward 1","WD-001","242"
"POLK COUNTY","TOWN OF MILLTOWN - POLK COUNTY","49040","Town of Milltown - Ward 1","WD-001","571"
"POLK COUNTY","TOWN OF MILLTOWN - POLK COUNTY","49040","Town of Milltown - Ward 2","WD-002","201"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 1","WD-001","518"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 2","WD-002","343"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 3","WD-003","330"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 4","WD-004","582"
"POLK COUNTY","TOWN OF OSCEOLA - POLK COUNTY","49042","Town of Osceola - Ward 5","WD-005","255"
"POLK COUNTY","TOWN OF ST. CROIX FALLS - POLK COUNTY","49044","Town of St. Croix Falls - Ward 1","WD-001","209"
"POLK COUNTY","TOWN OF ST. CROIX FALLS - POLK COUNTY","49044","Town of St. Croix Falls - Ward 2","WD-002","490"
"POLK COUNTY","TOWN OF ST. CROIX FALLS - POLK COUNTY","49044","Town Of St. Croix Falls - Ward 3","WD-003","12"
"POLK COUNTY","TOWN OF STERLING - POLK COUNTY","49046","Town of Sterling - Ward 1","WD-001","424"
"POLK COUNTY","TOWN OF WEST SWEDEN - POLK COUNTY","49048","Town of West Sweden - Ward 1","WD-001","471"
"POLK COUNTY","VILLAGE OF BALSAM LAKE - POLK COUNTY","49106","Village of Balsam Lake - Ward 1","WD-001","525"
"POLK COUNTY","VILLAGE OF CENTURIA - POLK COUNTY","49111","Village of Centuria - Ward 1","WD-001","378"
"POLK COUNTY","VILLAGE OF CLAYTON - POLK COUNTY","49112","Village of Clayton - Ward 1","WD-001","263"
"POLK COUNTY","VILLAGE OF CLEAR LAKE - POLK COUNTY","49113","Village of Clear Lake - Ward 1","WD-001","247"
"POLK COUNTY","VILLAGE OF CLEAR LAKE - POLK COUNTY","49113","Village of Clear Lake - Ward 2","WD-002","350"
"POLK COUNTY","VILLAGE OF DRESSER - POLK COUNTY","49116","Village of Dresser - Ward 1","WD-001","493"
"POLK COUNTY","VILLAGE OF FREDERIC - POLK COUNTY","49126","Village of Frederic - Ward 1","WD-001","297"
"POLK COUNTY","VILLAGE OF FREDERIC - POLK COUNTY","49126","Village of Frederic - Ward 2","WD-002","290"
"POLK COUNTY","VILLAGE OF LUCK - POLK COUNTY","49146","Village of Luck - Ward 1","WD-001","298"
"POLK COUNTY","VILLAGE OF LUCK - POLK COUNTY","49146","Village of Luck - Ward 2","WD-002","292"
"POLK COUNTY","VILLAGE OF MILLTOWN - POLK COUNTY","49151","Village of Milltown - Ward 1","WD-001","477"
"POLK COUNTY","VILLAGE OF OSCEOLA - POLK COUNTY","49165","Village of Osceola - Ward 1","WD-001","567"
"POLK COUNTY","VILLAGE OF OSCEOLA - POLK COUNTY","49165","Village of Osceola - Ward 2","WD-002","517"
"POLK COUNTY","VILLAGE OF OSCEOLA - POLK COUNTY","49165","Village of Osceola - Ward 3","WD-003","533"
"POLK COUNTY","VILLAGE OF TURTLE LAKE - MULTIPLE COUNTIES","49186","Village Of Turtle Lake - Ward 2","WD-002","30"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 1","WD-001","282"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 2","WD-002","494"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 3","WD-003","284"
"POLK COUNTY","CITY OF AMERY - POLK COUNTY","49201","City of Amery - Ward 4","WD-004","238"
