"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2024 General Election","01002","TOWN OF ADAMS - ADAMS COUNTY","119","118","82","0"
"2024 General Election","01004","TOWN OF BIG FLATS - ADAMS COUNTY","95","95","68","27"
"2024 General Election","01006","TOWN OF COLBURN - ADAMS COUNTY","24","23","7","0"
"2024 General Election","01008","TOWN OF DELL PRAIRIE - ADAMS COUNTY","236","235","193","97"
"2024 General Election","01010","TOWN OF EASTON - ADAMS COUNTY","124","123","96","30"
"2024 General Election","01012","TOWN OF JACKSON - ADAMS COUNTY","177","177","135","42"
"2024 General Election","01014","TOWN OF LEOLA - ADAMS COUNTY","25","24","22","3"
"2024 General Election","01016","TOWN OF LINCOLN - ADAMS COUNTY","29","29","21","0"
"2024 General Election","01018","TOWN OF MONROE - ADAMS COUNTY","41","41","34","0"
"2024 General Election","01020","TOWN OF NEW CHESTER - ADAMS COUNTY","85","85","65","1"
"2024 General Election","01022","TOWN OF NEW HAVEN - ADAMS COUNTY","52","52","41","2"
"2024 General Election","01024","TOWN OF PRESTON - ADAMS COUNTY","144","143","102","0"
"2024 General Election","01026","TOWN OF QUINCY - ADAMS COUNTY","206","206","171","82"
"2024 General Election","01028","TOWN OF RICHFIELD - ADAMS COUNTY","8","8","2","0"
"2024 General Election","01030","TOWN OF ROME - ADAMS COUNTY","1046","1046","962","634"
"2024 General Election","01032","TOWN OF SPRINGVILLE - ADAMS COUNTY","167","167","131","44"
"2024 General Election","01034","TOWN OF STRONGS PRAIRIE - ADAMS COUNTY","94","94","67","0"
"2024 General Election","01126","VILLAGE OF FRIENDSHIP - ADAMS COUNTY","67","67","55","14"
"2024 General Election","01201","CITY OF ADAMS - ADAMS COUNTY","151","151","123","56"
"2024 General Election","02002","TOWN OF AGENDA - ASHLAND COUNTY","32","32","22","3"
"2024 General Election","02004","TOWN OF ASHLAND - ASHLAND COUNTY","51","45","32","0"
"2024 General Election","02006","TOWN OF CHIPPEWA - ASHLAND COUNTY","42","41","34","7"
"2024 General Election","02008","TOWN OF GINGLES - ASHLAND COUNTY","84","83","56","4"
"2024 General Election","02010","TOWN OF GORDON - ASHLAND COUNTY","40","40","31","0"
"2024 General Election","02012","TOWN OF JACOBS - ASHLAND COUNTY","30","29","21","0"
"2024 General Election","02014","TOWN OF LA POINTE - ASHLAND COUNTY","85","85","66","32"
"2024 General Election","02016","TOWN OF MARENGO - ASHLAND COUNTY","30","29","11","0"
"2024 General Election","02018","TOWN OF MORSE - ASHLAND COUNTY","53","53","31","1"
"2024 General Election","02020","TOWN OF PEEKSVILLE - ASHLAND COUNTY","8","8","5","1"
"2024 General Election","02022","TOWN OF SANBORN - ASHLAND COUNTY","35","35","19","0"
