"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","12121","VILLAGE OF EASTMAN - CRAWFORD COUNTY","39","39","26","2"
"2020 General Election","12126","VILLAGE OF FERRYVILLE - CRAWFORD COUNTY","57","51","40","0"
"2020 General Election","12131","VILLAGE OF GAYS MILLS - CRAWFORD COUNTY","92","92","70","6"
"2020 General Election","12146","VILLAGE OF LYNXVILLE - CRAWFORD COUNTY","11","10","1","0"
"2020 General Election","12151","VILLAGE OF MT. STERLING - CRAWFORD COUNTY","10","10","0","0"
"2020 General Election","12181","VILLAGE OF SOLDIERS GROVE - CRAWFORD COUNTY","83","82","62","15"
"2020 General Election","12182","VILLAGE OF STEUBEN - CRAWFORD COUNTY","10","10","2","0"
"2020 General Election","12191","VILLAGE OF WAUZEKA - CRAWFORD COUNTY","66","61","26","0"
"2020 General Election","12271","CITY OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","1207","1205","986","198"
"2020 General Election","13002","TOWN OF ALBION - DANE COUNTY","471","468","340","75"
"2020 General Election","13004","TOWN OF BERRY - DANE COUNTY","372","371","298","60"
"2020 General Election","13006","TOWN OF BLACK EARTH - DANE COUNTY","178","177","143","7"
"2020 General Election","13008","TOWN OF BLOOMING GROVE - DANE COUNTY","595","592","473","100"
"2020 General Election","13010","TOWN OF BLUE MOUNDS - DANE COUNTY","269","266","174","0"
"2020 General Election","13012","TOWN OF BRISTOL - DANE COUNTY","1465","1462","1024","112"
"2020 General Election","13014","TOWN OF BURKE - DANE COUNTY","1173","1171","957","189"
"2020 General Election","13016","TOWN OF CHRISTIANA - DANE COUNTY","286","285","210","68"
"2020 General Election","13018","TOWN OF COTTAGE GROVE - DANE COUNTY","1734","1731","1407","257"
"2020 General Election","13020","TOWN OF CROSS PLAINS - DANE COUNTY","568","568","436","35"
"2020 General Election","13022","TOWN OF DANE - DANE COUNTY","198","198","145","18"
"2020 General Election","13024","TOWN OF DEERFIELD - DANE COUNTY","428","419","295","0"
"2020 General Election","13026","TOWN OF DUNKIRK - DANE COUNTY","608","606","497","106"
"2020 General Election","13028","TOWN OF DUNN - DANE COUNTY","2303","2299","1962","605"
"2020 General Election","13032","TOWN OF MADISON - DANE COUNTY","1749","1745","1274","217"
"2020 General Election","13034","TOWN OF MAZOMANIE - DANE COUNTY","292","286","214","17"
"2020 General Election","13036","TOWN OF MEDINA - DANE COUNTY","431","430","286","34"
"2020 General Election","13038","TOWN OF MIDDLETON - DANE COUNTY","3329","3325","2672","528"
"2020 General Election","13040","TOWN OF MONTROSE - DANE COUNTY","380","380","321","60"
"2020 General Election","13042","TOWN OF OREGON - DANE COUNTY","1455","1453","1220","268"
"2020 General Election","13044","TOWN OF PERRY - DANE COUNTY","208","208","173","4"
"2020 General Election","13046","TOWN OF PLEASANT SPRINGS - DANE COUNTY","1305","1305","1111","230"
"2020 General Election","13048","TOWN OF PRIMROSE - DANE COUNTY","223","219","168","11"
"2020 General Election","13050","TOWN OF ROXBURY - DANE COUNTY","540","539","428","48"
"2020 General Election","13052","TOWN OF RUTLAND - DANE COUNTY","693","690","518","1"
"2020 General Election","13054","TOWN OF SPRINGDALE - DANE COUNTY","823","818","594","66"
"2020 General Election","13056","TOWN OF SPRINGFIELD - DANE COUNTY","1116","1116","915","270"
"2020 General Election","13058","TOWN OF SUN PRAIRIE - DANE COUNTY","813","811","629","117"
"2020 General Election","13060","TOWN OF VERMONT - DANE COUNTY","355","355","260","14"
"2020 General Election","13062","TOWN OF VERONA - DANE COUNTY","929","928","770","163"
"2020 General Election","13064","TOWN OF VIENNA - DANE COUNTY","528","527","393","60"
"2020 General Election","13066","TOWN OF WESTPORT - DANE COUNTY","2062","2052","1603","214"
"2020 General Election","13070","TOWN OF YORK - DANE COUNTY","146","143","106","2"
"2020 General Election","13106","VILLAGE OF BELLEVILLE - MULTIPLE COUNTIES","956","956","789","132"
"2020 General Election","13107","VILLAGE OF BLACK EARTH - DANE COUNTY","443","443","341","61"
"2020 General Election","13108","VILLAGE OF BLUE MOUNDS - DANE COUNTY","273","273","224","56"
"2020 General Election","13109","VILLAGE OF BROOKLYN - MULTIPLE COUNTIES","344","344","269","51"
"2020 General Election","13111","VILLAGE OF CAMBRIDGE - MULTIPLE COUNTIES","712","711","587","52"
"2020 General Election","13112","VILLAGE OF COTTAGE GROVE - DANE COUNTY","2938","2935","2458","444"
"2020 General Election","13113","VILLAGE OF CROSS PLAINS - DANE COUNTY","1568","1567","1230","277"
"2020 General Election","13116","VILLAGE OF DANE - DANE COUNTY","296","296","232","24"
"2020 General Election","13117","VILLAGE OF DEERFIELD - DANE COUNTY","734","732","508","31"
"2020 General Election","13118","VILLAGE OF DEFOREST - DANE COUNTY","4252","4247","3418","546"
"2020 General Election","13151","VILLAGE OF MAPLE BLUFF - DANE COUNTY","683","680","512","49"
"2020 General Election","13152","VILLAGE OF MARSHALL - DANE COUNTY","933","929","697","99"
"2020 General Election","13153","VILLAGE OF MAZOMANIE - DANE COUNTY","597","596","467","28"
"2020 General Election","13154","VILLAGE OF MCFARLAND - DANE COUNTY","4318","4316","3721","948"
"2020 General Election","13157","VILLAGE OF MOUNT HOREB - DANE COUNTY","2970","2960","2412","436"
"2020 General Election","13165","VILLAGE OF OREGON - DANE COUNTY","4804","4800","3956","768"
"2020 General Election","13176","VILLAGE OF ROCKDALE - DANE COUNTY","43","43","20","0"
"2020 General Election","13181","VILLAGE OF SHOREWOOD HILLS - DANE COUNTY","1431","1430","1194","47"
"2020 General Election","13191","VILLAGE OF WAUNAKEE - DANE COUNTY","6744","6738","5624","1009"
"2020 General Election","13196","VILLAGE OF WINDSOR - DANE COUNTY","3516","3513","2891","525"
"2020 General Election","13225","CITY OF FITCHBURG - DANE COUNTY","12057","12038","9980","1524"
"2020 General Election","13251","CITY OF MADISON - DANE COUNTY","113106","112873","93388","9819"
"2020 General Election","13255","CITY OF MIDDLETON - DANE COUNTY","10486","10483","8847","690"
"2020 General Election","13258","CITY OF MONONA - DANE COUNTY","4355","4353","3691","731"
"2020 General Election","13281","CITY OF STOUGHTON - DANE COUNTY","5267","5257","4361","550"
"2020 General Election","13282","CITY OF SUN PRAIRIE - DANE COUNTY","15226","15215","12477","2627"
"2020 General Election","13286","CITY OF VERONA - DANE COUNTY","6420","6418","5413","987"
"2020 General Election","14002","TOWN OF ASHIPPUN - DODGE COUNTY","641","640","471","172"
"2020 General Election","14004","TOWN OF BEAVER DAM - DODGE COUNTY","1195","1192","902","158"
"2020 General Election","14006","TOWN OF BURNETT - DODGE COUNTY","117","117","78","6"
"2020 General Election","14008","TOWN OF CALAMUS - DODGE COUNTY","183","183","139","7"
"2020 General Election","14010","TOWN OF CHESTER - DODGE COUNTY","77","77","54","4"
"2020 General Election","14012","TOWN OF CLYMAN - DODGE COUNTY","133","133","93","21"
"2020 General Election","14014","TOWN OF ELBA - DODGE COUNTY","207","207","157","24"
"2020 General Election","14016","TOWN OF EMMET - DODGE COUNTY","269","269","201","15"
"2020 General Election","14018","TOWN OF FOX LAKE - DODGE COUNTY","251","249","193","36"
"2020 General Election","14020","TOWN OF HERMAN - DODGE COUNTY","217","216","169","84"
"2020 General Election","14022","TOWN OF HUBBARD - DODGE COUNTY","380","380","279","60"
"2020 General Election","14024","TOWN OF HUSTISFORD - DODGE COUNTY","272","271","202","52"
"2020 General Election","14026","TOWN OF LEBANON - DODGE COUNTY","349","347","274","108"
"2020 General Election","14028","TOWN OF LEROY - DODGE COUNTY","194","194","118","4"
"2020 General Election","14030","TOWN OF LOMIRA - DODGE COUNTY","184","184","141","43"
"2020 General Election","14032","TOWN OF LOWELL - DODGE COUNTY","190","190","154","19"
"2020 General Election","14034","TOWN OF OAK GROVE - DODGE COUNTY","200","200","162","11"
"2020 General Election","14036","TOWN OF PORTLAND - DODGE COUNTY","180","180","134","6"
"2020 General Election","14038","TOWN OF RUBICON - DODGE COUNTY","658","653","525","226"
"2020 General Election","14040","TOWN OF SHIELDS - DODGE COUNTY","119","118","86","6"
"2020 General Election","14042","TOWN OF THERESA - DODGE COUNTY","123","121","77","2"
"2020 General Election","14044","TOWN OF TRENTON - DODGE COUNTY","235","232","176","17"
"2020 General Election","14046","TOWN OF WESTFORD - DODGE COUNTY","301","301","231","23"
"2020 General Election","14106","VILLAGE OF BROWNSVILLE - DODGE COUNTY","118","118","94","23"
"2020 General Election","14111","VILLAGE OF CLYMAN - DODGE COUNTY","31","31","23","11"
"2020 General Election","14136","VILLAGE OF HUSTISFORD - DODGE COUNTY","190","190","142","50"
"2020 General Election","14141","VILLAGE OF IRON RIDGE - DODGE COUNTY","129","129","94","38"
"2020 General Election","14143","VILLAGE OF KEKOSKEE - DODGE COUNTY","152","151","104","16"
"2020 General Election","14146","VILLAGE OF LOMIRA - DODGE COUNTY","481","480","380","132"
"2020 General Election","14147","VILLAGE OF LOWELL - DODGE COUNTY","29","29","17","2"
"2020 General Election","14161","VILLAGE OF NEOSHO - DODGE COUNTY","66","66","44","0"
"2020 General Election","14176","VILLAGE OF RANDOLPH - MULTIPLE COUNTIES","295","295","240","88"
"2020 General Election","14177","VILLAGE OF REESEVILLE - DODGE COUNTY","78","78","57","6"
"2020 General Election","14186","VILLAGE OF THERESA - DODGE COUNTY","232","232","182","37"
"2020 General Election","14206","CITY OF BEAVER DAM - DODGE COUNTY","3710","3707","2945","733"
"2020 General Election","14226","CITY OF FOX LAKE - DODGE COUNTY","262","260","210","56"
"2020 General Election","14236","CITY OF HORICON - DODGE COUNTY","724","723","568","127"
"2020 General Election","14241","CITY OF JUNEAU - DODGE COUNTY","355","355","266","118"
"2020 General Election","14251","CITY OF MAYVILLE - DODGE COUNTY","1371","1369","1088","447"
"2020 General Election","14292","CITY OF WAUPUN - MULTIPLE COUNTIES","2337","2326","1924","708"
"2020 General Election","15002","TOWN OF BAILEYS HARBOR - DOOR COUNTY","517","515","448","83"
"2020 General Election","15004","TOWN OF BRUSSELS - DOOR COUNTY","223","219","166","7"
"2020 General Election","15006","TOWN OF CLAY BANKS - DOOR COUNTY","107","106","76","3"
"2020 General Election","15008","TOWN OF EGG HARBOR - DOOR COUNTY","397","397","314","0"
"2020 General Election","15010","TOWN OF FORESTVILLE - DOOR COUNTY","234","230","185","11"
"2020 General Election","15012","TOWN OF GARDNER - DOOR COUNTY","361","360","270","25"
"2020 General Election","15014","TOWN OF GIBRALTAR - DOOR COUNTY","550","547","446","77"
"2020 General Election","15016","TOWN OF JACKSONPORT - DOOR COUNTY","294","294","221","19"
"2020 General Election","15018","TOWN OF LIBERTY GROVE - DOOR COUNTY","940","938","780","171"
"2020 General Election","15020","TOWN OF NASEWAUPEE - DOOR COUNTY","575","569","447","33"
"2020 General Election","15022","TOWN OF SEVASTOPOL - DOOR COUNTY","1297","1293","1119","292"
"2020 General Election","15024","TOWN OF STURGEON BAY - DOOR COUNTY","198","193","156","1"
"2020 General Election","15026","TOWN OF UNION - DOOR COUNTY","241","238","171","4"
"2020 General Election","15028","TOWN OF WASHINGTON - DOOR COUNTY","335","301","233","22"
"2020 General Election","15118","VILLAGE OF EGG HARBOR - DOOR COUNTY","160","160","137","42"
"2020 General Election","15121","VILLAGE OF EPHRAIM - DOOR COUNTY","139","139","103","17"
"2020 General Election","15127","VILLAGE OF FORESTVILLE - DOOR COUNTY","75","75","49","0"
"2020 General Election","15181","VILLAGE OF SISTER BAY - DOOR COUNTY","505","499","411","52"
"2020 General Election","15281","CITY OF STURGEON BAY - DOOR COUNTY","3181","3179","2741","625"
"2020 General Election","16002","TOWN OF AMNICON - DOUGLAS COUNTY","223","222","160","11"
"2020 General Election","16004","TOWN OF BENNETT - DOUGLAS COUNTY","169","165","123","9"
"2020 General Election","16006","TOWN OF BRULE - DOUGLAS COUNTY","163","163","127","6"
"2020 General Election","16008","TOWN OF CLOVERLAND - DOUGLAS COUNTY","26","26","13","0"
"2020 General Election","16010","TOWN OF DAIRYLAND - DOUGLAS COUNTY","37","37","20","1"
"2020 General Election","16012","TOWN OF GORDON - DOUGLAS COUNTY","170","169","121","9"
"2020 General Election","16014","TOWN OF HAWTHORNE - DOUGLAS COUNTY","238","237","120","2"
"2020 General Election","16016","TOWN OF HIGHLAND - DOUGLAS COUNTY","81","81","62","1"
"2020 General Election","16018","TOWN OF LAKESIDE - DOUGLAS COUNTY","115","108","76","0"
"2020 General Election","16020","TOWN OF MAPLE - DOUGLAS COUNTY","130","130","109","3"
"2020 General Election","16022","TOWN OF OAKLAND - DOUGLAS COUNTY","223","223","180","0"
"2020 General Election","16024","TOWN OF PARKLAND - DOUGLAS COUNTY","223","219","141","11"
"2020 General Election","16026","TOWN OF SOLON SPRINGS - DOUGLAS COUNTY","231","231","185","23"
"2020 General Election","16028","TOWN OF SUMMIT - DOUGLAS COUNTY","202","202","163","14"
"2020 General Election","16030","TOWN OF SUPERIOR - DOUGLAS COUNTY","543","540","420","18"
"2020 General Election","16032","TOWN OF WASCOTT - DOUGLAS COUNTY","216","214","152","28"
"2020 General Election","16146","VILLAGE OF LAKE NEBAGAMON - DOUGLAS COUNTY","293","288","223","30"
"2020 General Election","16165","VILLAGE OF OLIVER - DOUGLAS COUNTY","70","70","52","2"
"2020 General Election","16171","VILLAGE OF POPLAR - DOUGLAS COUNTY","91","90","65","8"
"2020 General Election","16181","VILLAGE OF SOLON SPRINGS - DOUGLAS COUNTY","120","118","105","32"
"2020 General Election","16182","VILLAGE OF SUPERIOR - DOUGLAS COUNTY","196","196","164","56"
"2020 General Election","16281","CITY OF SUPERIOR - DOUGLAS COUNTY","6794","6782","5570","735"
"2020 General Election","17002","TOWN OF COLFAX - DUNN COUNTY","184","183","114","11"
"2020 General Election","17004","TOWN OF DUNN - DUNN COUNTY","297","297","201","29"
"2020 General Election","17006","TOWN OF EAU GALLE - DUNN COUNTY","146","146","79","3"
"2020 General Election","17008","TOWN OF ELK MOUND - DUNN COUNTY","365","362","207","5"
"2020 General Election","17010","TOWN OF GRANT - DUNN COUNTY","54","52","36","4"
"2020 General Election","17012","TOWN OF HAY RIVER - DUNN COUNTY","84","82","58","0"
"2020 General Election","17014","TOWN OF LUCAS - DUNN COUNTY","100","99","54","0"
"2020 General Election","17016","TOWN OF MENOMONIE - DUNN COUNTY","819","815","592","41"
"2020 General Election","17018","TOWN OF NEW HAVEN - DUNN COUNTY","71","71","39","1"
"2020 General Election","17020","TOWN OF OTTER CREEK - DUNN COUNTY","83","82","55","6"
"2020 General Election","17022","TOWN OF PERU - DUNN COUNTY","43","41","29","0"
"2020 General Election","17024","TOWN OF RED CEDAR - DUNN COUNTY","551","550","404","37"
"2020 General Election","17026","TOWN OF ROCK CREEK - DUNN COUNTY","128","127","83","5"
"2020 General Election","17028","TOWN OF SAND CREEK - DUNN COUNTY","69","69","44","0"
"2020 General Election","17030","TOWN OF SHERIDAN - DUNN COUNTY","42","41","19","0"
"2020 General Election","17032","TOWN OF SHERMAN - DUNN COUNTY","172","170","112","7"
"2020 General Election","17034","TOWN OF SPRING BROOK - DUNN COUNTY","356","342","242","60"
"2020 General Election","17036","TOWN OF STANTON - DUNN COUNTY","132","132","88","0"
"2020 General Election","17038","TOWN OF TAINTER - DUNN COUNTY","621","618","497","111"
"2020 General Election","17040","TOWN OF TIFFANY - DUNN COUNTY","75","75","41","0"
"2020 General Election","17042","TOWN OF WESTON - DUNN COUNTY","84","84","45","0"
"2020 General Election","17044","TOWN OF WILSON - DUNN COUNTY","60","59","48","0"
"2020 General Election","17106","VILLAGE OF BOYCEVILLE - DUNN COUNTY","136","136","93","16"
"2020 General Election","17111","VILLAGE OF COLFAX - DUNN COUNTY","210","209","154","20"
"2020 General Election","17116","VILLAGE OF DOWNING - DUNN COUNTY","15","14","11","0"
"2020 General Election","17121","VILLAGE OF ELK MOUND - DUNN COUNTY","145","142","93","3"
"2020 General Election","17141","VILLAGE OF KNAPP - DUNN COUNTY","52","48","40","3"
"2020 General Election","17176","VILLAGE OF RIDGELAND - DUNN COUNTY","12","12","6","3"
"2020 General Election","17191","VILLAGE OF WHEELER - DUNN COUNTY","26","26","14","1"
"2020 General Election","17251","CITY OF MENOMONIE - DUNN COUNTY","3216","3213","2445","406"
"2020 General Election","18002","TOWN OF BRIDGE CREEK - EAU CLAIRE COUNTY","223","222","158","14"
"2020 General Election","18004","TOWN OF BRUNSWICK - EAU CLAIRE COUNTY","463","463","312","19"
"2020 General Election","18006","TOWN OF CLEAR CREEK - EAU CLAIRE COUNTY","119","117","64","4"
"2020 General Election","18008","TOWN OF DRAMMEN - EAU CLAIRE COUNTY","146","146","103","6"
"2020 General Election","18010","TOWN OF FAIRCHILD - EAU CLAIRE COUNTY","50","50","26","0"
"2020 General Election","18012","TOWN OF LINCOLN - EAU CLAIRE COUNTY","227","221","118","0"
"2020 General Election","18014","TOWN OF LUDINGTON - EAU CLAIRE COUNTY","146","142","77","11"
"2020 General Election","18016","TOWN OF OTTER CREEK - EAU CLAIRE COUNTY","53","52","28","0"
"2020 General Election","18018","TOWN OF PLEASANT VALLEY - EAU CLAIRE COUNTY","1010","1009","755","96"
"2020 General Election","18020","TOWN OF SEYMOUR - EAU CLAIRE COUNTY","962","962","796","310"
"2020 General Election","18022","TOWN OF UNION - EAU CLAIRE COUNTY","804","795","529","67"
"2020 General Election","18024","TOWN OF WASHINGTON - EAU CLAIRE COUNTY","2633","2633","2189","749"
"2020 General Election","18026","TOWN OF WILSON - EAU CLAIRE COUNTY","44","44","22","0"
"2020 General Election","18126","VILLAGE OF FAIRCHILD - EAU CLAIRE COUNTY","42","40","29","3"
"2020 General Election","18127","VILLAGE OF FALL CREEK - EAU CLAIRE COUNTY","283","238","150","25"
"2020 General Election","18201","CITY OF ALTOONA - EAU CLAIRE COUNTY","2518","2506","2028","525"
"2020 General Election","18202","CITY OF AUGUSTA - EAU CLAIRE COUNTY","225","222","168","15"
"2020 General Election","18221","CITY OF EAU CLAIRE - MULTIPLE COUNTIES","18807","18773","15365","4337"
"2020 General Election","19002","TOWN OF AURORA - FLORENCE COUNTY","26","0","0",""
"2020 General Election","19004","TOWN OF COMMONWEALTH - FLORENCE COUNTY","99","98","70","0"
"2020 General Election","19006","TOWN OF FENCE - FLORENCE COUNTY","37","33","20","0"
"2020 General Election","19008","TOWN OF FERN - FLORENCE COUNTY","63","20","19","0"
"2020 General Election","19010","TOWN OF FLORENCE - FLORENCE COUNTY","715","715","578","57"
"2020 General Election","19012","TOWN OF HOMESTEAD - FLORENCE COUNTY","111","111","80","0"
"2020 General Election","19014","TOWN OF LONG LAKE - FLORENCE COUNTY","54","52","37","0"
"2020 General Election","19016","TOWN OF TIPLER - FLORENCE COUNTY","34","34","21","2"
"2020 General Election","20002","TOWN OF ALTO - FOND DU LAC COUNTY","118","103","67","0"
"2020 General Election","20004","TOWN OF ASHFORD - FOND DU LAC COUNTY","346","343","232","0"
"2020 General Election","20006","TOWN OF AUBURN - FOND DU LAC COUNTY","575","572","428","106"
"2020 General Election","20008","TOWN OF BYRON - FOND DU LAC COUNTY","322","301","230","0"
"2020 General Election","20010","TOWN OF CALUMET - FOND DU LAC COUNTY","317","307","217","0"
"2020 General Election","20012","TOWN OF EDEN - FOND DU LAC COUNTY","264","243","145","0"
"2020 General Election","20014","TOWN OF ELDORADO - FOND DU LAC COUNTY","273","263","176","19"
"2020 General Election","20016","TOWN OF EMPIRE - FOND DU LAC COUNTY","789","736","496","0"
"2020 General Election","20018","TOWN OF FOND DU LAC - FOND DU LAC COUNTY","1181","1174","821","95"
"2020 General Election","20020","TOWN OF FOREST - FOND DU LAC COUNTY","171","163","134","14"
"2020 General Election","20022","TOWN OF FRIENDSHIP - FOND DU LAC COUNTY","598","595","471","0"
"2020 General Election","20024","TOWN OF LAMARTINE - FOND DU LAC COUNTY","441","418","266","14"
"2020 General Election","20026","TOWN OF MARSHFIELD - FOND DU LAC COUNTY","247","239","191","12"
"2020 General Election","20028","TOWN OF METOMEN - FOND DU LAC COUNTY","103","99","64","0"
"2020 General Election","20030","TOWN OF OAKFIELD - FOND DU LAC COUNTY","118","113","85","4"
"2020 General Election","20032","TOWN OF OSCEOLA - FOND DU LAC COUNTY","321","313","245","54"
"2020 General Election","20034","TOWN OF RIPON - FOND DU LAC COUNTY","287","283","195","15"
"2020 General Election","20036","TOWN OF ROSENDALE - FOND DU LAC COUNTY","131","129","98","10"
"2020 General Election","20038","TOWN OF SPRINGVALE - FOND DU LAC COUNTY","111","105","79","0"
"2020 General Election","20040","TOWN OF TAYCHEEDAH - FOND DU LAC COUNTY","1582","1572","1301","362"
"2020 General Election","20042","TOWN OF WAUPUN - FOND DU LAC COUNTY","229","218","129","0"
"2020 General Election","20106","VILLAGE OF BRANDON - FOND DU LAC COUNTY","142","138","119","20"
"2020 General Election","20111","VILLAGE OF CAMPBELLSPORT - FOND DU LAC COUNTY","377","363","291","125"
"2020 General Election","20121","VILLAGE OF EDEN - FOND DU LAC COUNTY","161","152","97","15"
"2020 General Election","20126","VILLAGE OF FAIRWATER - FOND DU LAC COUNTY","27","27","23","2"
"2020 General Election","20151","VILLAGE OF MOUNT CALVARY - FOND DU LAC COUNTY","81","81","57","0"
"2020 General Election","20161","VILLAGE OF NORTH FOND DU LAC - FOND DU LAC COUNTY","1148","1141","915","174"
"2020 General Election","20165","VILLAGE OF OAKFIELD - FOND DU LAC COUNTY","174","173","122","29"
"2020 General Election","20176","VILLAGE OF ROSENDALE - FOND DU LAC COUNTY","195","189","161","45"
"2020 General Election","20181","VILLAGE OF ST. CLOUD - FOND DU LAC COUNTY","74","69","41","1"
"2020 General Election","20226","CITY OF FOND DU LAC - FOND DU LAC COUNTY","10376","10366","8390","1751"
"2020 General Election","20276","CITY OF RIPON - FOND DU LAC COUNTY","1888","1880","1525","374"
"2020 General Election","21002","TOWN OF ALVIN - FOREST COUNTY","34","34","15","0"
"2020 General Election","21004","TOWN OF ARGONNE - FOREST COUNTY","88","85","58","1"
"2020 General Election","21006","TOWN OF ARMSTRONG CREEK - FOREST COUNTY","83","82","51","2"
"2020 General Election","21008","TOWN OF BLACKWELL - FOREST COUNTY","14","14","10","3"
"2020 General Election","21010","TOWN OF CASWELL - FOREST COUNTY","7","7","5","0"
"2020 General Election","21012","TOWN OF CRANDON - FOREST COUNTY","93","91","55","0"
"2020 General Election","21014","TOWN OF FREEDOM - FOREST COUNTY","91","89","64","3"
"2020 General Election","21016","TOWN OF HILES - FOREST COUNTY","152","152","119","12"
"2020 General Election","21018","TOWN OF LAONA - FOREST COUNTY","245","244","179","29"
"2020 General Election","21020","TOWN OF LINCOLN - FOREST COUNTY","269","267","203","32"
"2020 General Election","21022","TOWN OF NASHVILLE - FOREST COUNTY","218","218","161","20"
"2020 General Election","21024","TOWN OF POPPLE RIVER - FOREST COUNTY","7","7","1","0"
"2020 General Election","21026","TOWN OF ROSS - FOREST COUNTY","12","12","0","0"
"2020 General Election","21028","TOWN OF WABENO - FOREST COUNTY","125","121","77","3"
"2020 General Election","21211","CITY OF CRANDON - FOREST COUNTY","323","323","233","0"
"2020 General Election","22002","TOWN OF BEETOWN - GRANT COUNTY","78","74","51","2"
"2020 General Election","22004","TOWN OF BLOOMINGTON - GRANT COUNTY","60","60","44","0"
"2020 General Election","22006","TOWN OF BOSCOBEL - GRANT COUNTY","55","53","39","0"
"2020 General Election","22008","TOWN OF CASSVILLE - GRANT COUNTY","41","40","31","4"
"2020 General Election","22010","TOWN OF CASTLE ROCK - GRANT COUNTY","41","41","39","3"
"2020 General Election","22012","TOWN OF CLIFTON - GRANT COUNTY","34","34","25","0"
"2020 General Election","22014","TOWN OF ELLENBORO - GRANT COUNTY","80","79","64","0"
"2020 General Election","22016","TOWN OF FENNIMORE - GRANT COUNTY","72","72","49","0"
"2020 General Election","22018","TOWN OF GLEN HAVEN - GRANT COUNTY","21","20","15","0"
"2020 General Election","22020","TOWN OF HARRISON - GRANT COUNTY","96","94","55","0"
"2020 General Election","22022","TOWN OF HAZEL GREEN - GRANT COUNTY","361","360","283","0"
"2020 General Election","22024","TOWN OF HICKORY GROVE - GRANT COUNTY","28","22","19","0"
"2020 General Election","22026","TOWN OF JAMESTOWN - GRANT COUNTY","581","579","372","0"
"2020 General Election","22028","TOWN OF LIBERTY - GRANT COUNTY","45","44","24","0"
"2020 General Election","22030","TOWN OF LIMA - GRANT COUNTY","140","139","97","7"
"2020 General Election","22032","TOWN OF LITTLE GRANT - GRANT COUNTY","27","27","18","0"
"2020 General Election","22034","TOWN OF MARION - GRANT COUNTY","85","85","39","0"
"2020 General Election","22036","TOWN OF MILLVILLE - GRANT COUNTY","24","24","11","4"
"2020 General Election","22038","TOWN OF MOUNT HOPE - GRANT COUNTY","16","16","8","0"
"2020 General Election","22040","TOWN OF MOUNT IDA - GRANT COUNTY","72","67","39","2"
"2020 General Election","22042","TOWN OF MUSCODA - GRANT COUNTY","79","77","53","0"
"2020 General Election","22044","TOWN OF NORTH LANCASTER - GRANT COUNTY","108","108","65","0"
"2020 General Election","22046","TOWN OF PARIS - GRANT COUNTY","125","123","85","0"
"2020 General Election","22048","TOWN OF PATCH GROVE - GRANT COUNTY","40","40","22","0"
"2020 General Election","22050","TOWN OF PLATTEVILLE - GRANT COUNTY","376","368","229","0"
"2020 General Election","22052","TOWN OF POTOSI - GRANT COUNTY","130","130","87","1"
"2020 General Election","22054","TOWN OF SMELSER - GRANT COUNTY","176","176","132","7"
"2020 General Election","22056","TOWN OF SOUTH LANCASTER - GRANT COUNTY","113","94","75","10"
"2020 General Election","22058","TOWN OF WATERLOO - GRANT COUNTY","48","48","32","0"
"2020 General Election","22060","TOWN OF WATTERSTOWN - GRANT COUNTY","42","42","32","0"
"2020 General Election","22062","TOWN OF WINGVILLE - GRANT COUNTY","64","63","39","0"
"2020 General Election","22064","TOWN OF WOODMAN - GRANT COUNTY","18","18","13","2"
"2020 General Election","22066","TOWN OF WYALUSING - GRANT COUNTY","47","47","35","0"
"2020 General Election","22106","VILLAGE OF BAGLEY - GRANT COUNTY","48","47","35","0"
"2020 General Election","22107","VILLAGE OF BLOOMINGTON - GRANT COUNTY","99","96","74","9"
"2020 General Election","22108","VILLAGE OF BLUE RIVER - GRANT COUNTY","70","68","41","0"
"2020 General Election","22111","VILLAGE OF CASSVILLE - GRANT COUNTY","156","155","108","28"
"2020 General Election","22116","VILLAGE OF DICKEYVILLE - GRANT COUNTY","213","212","159","13"
"2020 General Election","22136","VILLAGE OF HAZEL GREEN - MULTIPLE COUNTIES","254","236","195","49"
"2020 General Election","22147","VILLAGE OF LIVINGSTON - MULTIPLE COUNTIES","99","99","75","1"
"2020 General Election","22151","VILLAGE OF MONTFORT - MULTIPLE COUNTIES","118","115","90","8"
"2020 General Election","22152","VILLAGE OF MOUNT HOPE - GRANT COUNTY","27","26","15","0"
"2020 General Election","22153","VILLAGE OF MUSCODA - MULTIPLE COUNTIES","221","220","163","16"
"2020 General Election","22171","VILLAGE OF PATCH GROVE - GRANT COUNTY","17","16","14","1"
"2020 General Election","22172","VILLAGE OF POTOSI - GRANT COUNTY","129","125","94","7"
"2020 General Election","22186","VILLAGE OF TENNYSON - GRANT COUNTY","41","41","21","0"
"2020 General Election","22191","VILLAGE OF WOODMAN - GRANT COUNTY","13","13","9","0"
"2020 General Election","22206","CITY OF BOSCOBEL - GRANT COUNTY","469","466","340","0"
"2020 General Election","22211","CITY OF CUBA CITY - MULTIPLE COUNTIES","470","469","377","44"
"2020 General Election","22226","CITY OF FENNIMORE - GRANT COUNTY","654","647","487","36"
"2020 General Election","22246","CITY OF LANCASTER - GRANT COUNTY","925","924","779","226"
"2020 General Election","22271","CITY OF PLATTEVILLE - GRANT COUNTY","2385","2378","1916","417"
