"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2024 General Election","04042","TOWN OF PORT WING - BAYFIELD COUNTY","48","48","34","0"
"2024 General Election","04046","TOWN OF RUSSELL - BAYFIELD COUNTY","72","67","30","0"
"2024 General Election","04048","TOWN OF TRIPP - BAYFIELD COUNTY","11","10","4","0"
"2024 General Election","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","75","72","42","0"
"2024 General Election","04151","VILLAGE OF MASON - BAYFIELD COUNTY","10","10","0","0"
"2024 General Election","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","76","73","48","0"
"2024 General Election","04291","CITY OF WASHBURN - BAYFIELD COUNTY","278","275","147","0"
"2024 General Election","05010","TOWN OF EATON - BROWN COUNTY","116","95","42","0"
"2024 General Election","05012","TOWN OF GLENMORE - BROWN COUNTY","79","78","52","0"
"2024 General Election","05014","TOWN OF GREEN BAY - BROWN COUNTY","254","202","86","0"
"2024 General Election","05018","TOWN OF HOLLAND - BROWN COUNTY","148","134","55","0"
"2024 General Election","05022","TOWN OF HUMBOLDT - BROWN COUNTY","59","53","15","0"
"2024 General Election","05024","TOWN OF LAWRENCE - BROWN COUNTY","859","852","408","0"
"2024 General Election","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","1445","1428","661","0"
"2024 General Election","05026","TOWN OF MORRISON - BROWN COUNTY","107","92","35","0"
"2024 General Election","05028","TOWN OF NEW DENMARK - BROWN COUNTY","104","102","57","0"
"2024 General Election","05030","TOWN OF PITTSFIELD - BROWN COUNTY","359","356","161","0"
"2024 General Election","05034","TOWN OF ROCKLAND - BROWN COUNTY","137","134","46","0"
"2024 General Election","05036","TOWN OF SCOTT - BROWN COUNTY","461","457","242","0"
"2024 General Election","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","201","200","73","0"
"2024 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","1862","1847","842","0"
"2024 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","1958","1957","1064","0"
"2024 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","2464","2446","1255","0"
"2024 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","152","152","76","0"
"2024 General Election","05121","VILLAGE OF GREENLEAF - BROWN COUNTY","40","40","17","0"
"2024 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","1476","1475","758","0"
"2024 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","2521","2504","1415","0"
"2024 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","373","339","170","0"
"2024 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","1510","1509","746","0"
"2024 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","280","280","121","0"
"2024 General Election","05216","CITY OF DE PERE - BROWN COUNTY","3340","3300","1715","0"
"2024 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","10166","9983","5682","0"
"2024 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","12","11","7","0"
"2024 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","19","19","11","0"
"2024 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","38","38","0","0"
"2024 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","9","9","0","0"
"2024 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","30","29","15","0"
"2024 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","14","14","0","0"
"2024 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","18","18","6","0"
"2024 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","15","15","10","0"
"2024 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","21","21","16","0"
"2024 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","31","30","18","0"
"2024 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","25","25","10","0"
"2024 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","10","10","2","0"
"2024 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","14","12","5","0"
"2024 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","7","6","4","0"
"2024 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","41","40","14","0"
"2024 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","42","40","18","0"
"2024 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","31","31","10","0"
"2024 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","24","24","15","0"
"2024 General Election","06154","VILLAGE OF NELSON - BUFFALO COUNTY","1","1","0","0"
"2024 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","64","64","40","0"
"2024 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","55","55","34","0"
"2024 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","31","28","13","0"
"2024 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","139","127","60","0"
"2024 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","27","26","10","0"
"2024 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","20","17","11","0"
"2024 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","52","52","29","0"
"2024 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","17","17","11","0"
"2024 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","91","88","55","0"
"2024 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","133","124","49","0"
"2024 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","36","36","18","0"
"2024 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","24","24","6","0"
"2024 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","79","74","31","0"
"2024 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","147","147","102","0"
"2024 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","9","9","8","0"
"2024 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","30","28","17","0"
"2024 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","56","56","38","0"
"2024 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","81","81","58","0"
"2024 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","93","93","59","0"
"2024 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","93","93","63","0"
"2024 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","82","81","53","0"
"2024 General Election","07036","TOWN OF UNION - BURNETT COUNTY","49","48","25","0"
"2024 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","79","79","48","0"
"2024 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","24","24","15","0"
"2024 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","77","76","42","0"
"2024 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","105","91","55","0"
"2024 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","39","39","24","0"
"2024 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","30","30","15","0"
"2024 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","108","107","47","0"
"2024 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","118","117","57","0"
"2024 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","52","49","23","0"
"2024 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","71","70","43","0"
"2024 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","107","102","45","0"
"2024 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","52","52","37","0"
"2024 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","175","171","95","0"
"2024 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","63","63","34","0"
"2024 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","2200","2182","1111","0"
"2024 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","52","52","21","0"
"2024 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","16","8","0","0"
"2024 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","355","350","163","0"
"2024 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","73","72","37","0"
"2024 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","224","219","120","0"
"2024 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","227","226","146","0"
"2024 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","286","282","186","0"
"2024 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","227","220","115","0"
"2024 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","34","33","8","0"
"2024 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","41","41","18","0"
"2024 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","41","41","26","0"
"2024 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","66","64","37","0"
"2024 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","38","38","20","0"
"2024 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","36","36","17","0"
"2024 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","43","42","17","0"
"2024 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","41","40","20","0"
"2024 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","517","512","263","0"
"2024 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","31","30","8","0"
"2024 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","22","22","17","0"
"2024 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","47","46","25","0"
"2024 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","21","21","10","0"
"2024 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","33","33","17","0"
"2024 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","582","580","253","0"
"2024 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","107","107","70","0"
"2024 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","25","25","10","0"
"2024 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","98","96","47","0"
"2024 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","46","45","25","0"
"2024 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","142","136","73","0"
"2024 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","312","310","175","0"
"2024 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","79","79","37","0"
"2024 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","16","16","7","0"
"2024 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","67","67","46","0"
"2024 General Election","09128","VILLAGE OF LAKE HALLIE - MULTIPLE COUNTIES","629","625","348","0"
"2024 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","15","14","4","0"
"2024 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","363","338","211","0"
"2024 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","1228","1210","743","0"
"2024 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","85","67","33","0"
"2024 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","73","70","34","0"
"2024 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","21","21","11","0"
"2024 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","5","5","3","0"
"2024 General Election","10006","TOWN OF COLBY - CLARK COUNTY","20","19","7","0"
"2024 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","21","19","6","0"
"2024 General Election","10010","TOWN OF EATON - CLARK COUNTY","30","22","12","0"
"2024 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","8","7","5","0"
"2024 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","49","47","22","0"
"2024 General Election","10016","TOWN OF GRANT - CLARK COUNTY","38","33","21","0"
"2024 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","18","11","3","0"
"2024 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","22","20","0","0"
"2024 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","25","20","0","0"
"2024 General Election","10024","TOWN OF HIXON - CLARK COUNTY","22","16","0","0"
"2024 General Election","10026","TOWN OF HOARD - CLARK COUNTY","86","8","2","0"
"2024 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","30","29","18","0"
"2024 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","16","15","8","0"
"2024 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","14","14","4","0"
"2024 General Election","10034","TOWN OF LYNN - CLARK COUNTY","26","25","13","0"
"2024 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","36","36","21","0"
"2024 General Election","10038","TOWN OF MEAD - CLARK COUNTY","14","12","0","0"
"2024 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","23","14","7","0"
"2024 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","74","74","39","0"
"2024 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","13","8","2","0"
"2024 General Election","10046","TOWN OF SEIF - CLARK COUNTY","5","5","1","0"
"2024 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","34","29","11","0"
"2024 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","31","31","19","0"
"2024 General Election","10052","TOWN OF THORP - CLARK COUNTY","37","23","12","0"
"2024 General Election","10054","TOWN OF UNITY - CLARK COUNTY","30","27","17","0"
"2024 General Election","10056","TOWN OF WARNER - CLARK COUNTY","17","13","6","0"
"2024 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","22","22","15","0"
"2024 General Election","10060","TOWN OF WESTON - CLARK COUNTY","19","17","10","0"
"2024 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","34","26","17","0"
"2024 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","20","19","8","0"
"2024 General Election","10066","TOWN OF YORK - CLARK COUNTY","31","31","12","0"
"2024 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","4","4","0","0"
"2024 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","32","31","14","0"
"2024 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","8","8","0","0"
"2024 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","9","9","6","0"
"2024 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","54","54","37","0"
"2024 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","101","59","29","0"
"2024 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","54","49","28","0"
"2024 General Election","10246","CITY OF LOYAL - CLARK COUNTY","59","59","32","0"
"2024 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","141","141","98","0"
"2024 General Election","10265","CITY OF OWEN - CLARK COUNTY","18","16","2","0"
"2024 General Election","10286","CITY OF THORP - CLARK COUNTY","81","68","45","0"
"2024 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","78","78","30","0"
"2024 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","176","176","110","0"
"2024 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","30","30","13","0"
"2024 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","29","0","0",""
"2024 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","343","338","201","0"
"2024 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","76","74","45","0"
"2024 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","61","56","30","0"
"2024 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","40","40","24","0"
"2024 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","53","52","31","0"
"2024 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","106","106","48","0"
"2024 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","429","423","243","0"
"2024 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","98","98","64","0"
"2024 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","54","54","32","0"
"2024 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","56","44","25","0"
"2024 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","46","42","24","0"
"2024 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","407","398","242","0"
"2024 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","49","49","33","0"
"2024 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","27","27","17","0"
"2024 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","39","39","27","0"
"2024 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","246","246","123","0"
"2024 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","173","172","101","0"
"2024 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","58","58","24","0"
"2024 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","46","46","21","0"
"2024 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","12","12","7","0"
"2024 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","137","135","70","0"
"2024 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","14","13","7","0"
"2024 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","111","109","50","0"
"2024 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","211","209","129","0"
"2024 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","63","63","36","0"
"2024 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","31","25","19","0"
"2024 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","584","580","312","0"
"2024 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","386","383","234","0"
"2024 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","1172","1163","706","0"
"2024 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","258","253","141","0"
"2024 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","100","100","48","0"
"2024 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","68","56","12","0"
"2024 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","60","58","5","0"
"2024 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","101","97","66","0"
"2024 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","23","22","12","0"
"2024 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","19","16","2","0"
"2024 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","66","50","0","0"
"2024 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","32","32","20","0"
"2024 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","49","47","18","0"
"2024 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","43","43","24","0"
"2024 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","26","26","14","0"
"2024 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","10","9","4","0"
