"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2024 General Election","03206","CITY OF BARRON - BARRON COUNTY","210","208","104","0"
"2024 General Election","03211","CITY OF CHETEK - BARRON COUNTY","138","138","74","0"
"2024 General Election","03212","CITY OF CUMBERLAND - BARRON COUNTY","175","171","111","0"
"2024 General Election","03276","CITY OF RICE LAKE - BARRON COUNTY","732","725","312","0"
"2024 General Election","04002","TOWN OF BARKSDALE - BAYFIELD COUNTY","70","65","16","0"
"2024 General Election","04004","TOWN OF BARNES - BAYFIELD COUNTY","123","123","58","0"
"2024 General Election","04006","TOWN OF BAYFIELD - BAYFIELD COUNTY","115","115","53","0"
"2024 General Election","04008","TOWN OF BAYVIEW - BAYFIELD COUNTY","63","63","32","0"
"2024 General Election","04010","TOWN OF BELL - BAYFIELD COUNTY","54","54","39","0"
"2024 General Election","04012","TOWN OF CABLE - BAYFIELD COUNTY","92","91","43","0"
"2024 General Election","04014","TOWN OF CLOVER - BAYFIELD COUNTY","32","32","20","0"
"2024 General Election","04016","TOWN OF DELTA - BAYFIELD COUNTY","42","41","32","0"
"2024 General Election","04018","TOWN OF DRUMMOND - BAYFIELD COUNTY","62","61","31","0"
"2024 General Election","04020","TOWN OF EILEEN - BAYFIELD COUNTY","47","47","23","0"
"2024 General Election","04021","TOWN OF GRAND VIEW - BAYFIELD COUNTY","60","60","29","0"
"2024 General Election","04022","TOWN OF HUGHES - BAYFIELD COUNTY","53","42","0","0"
"2024 General Election","04024","TOWN OF IRON RIVER - BAYFIELD COUNTY","132","127","56","0"
"2024 General Election","04026","TOWN OF KELLY - BAYFIELD COUNTY","25","25","15","0"
"2024 General Election","04028","TOWN OF KEYSTONE - BAYFIELD COUNTY","23","23","0","0"
"2024 General Election","04030","TOWN OF LINCOLN - BAYFIELD COUNTY","36","35","16","0"
"2024 General Election","04032","TOWN OF MASON - BAYFIELD COUNTY","14","12","8","0"
"2024 General Election","04034","TOWN OF NAMAKAGON - BAYFIELD COUNTY","50","50","25","0"
"2024 General Election","04036","TOWN OF ORIENTA - BAYFIELD COUNTY","11","11","7","0"
"2024 General Election","04038","TOWN OF OULU - BAYFIELD COUNTY","52","48","30","0"
"2024 General Election","04040","TOWN OF PILSEN - BAYFIELD COUNTY","10","10","1","0"
"2024 General Election","04042","TOWN OF PORT WING - BAYFIELD COUNTY","42","42","24","0"
"2024 General Election","04046","TOWN OF RUSSELL - BAYFIELD COUNTY","70","67","30","0"
"2024 General Election","04048","TOWN OF TRIPP - BAYFIELD COUNTY","10","10","4","0"
"2024 General Election","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","72","69","31","0"
"2024 General Election","04151","VILLAGE OF MASON - BAYFIELD COUNTY","10","10","0","0"
"2024 General Election","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","74","73","44","0"
"2024 General Election","04291","CITY OF WASHBURN - BAYFIELD COUNTY","266","264","112","0"
"2024 General Election","05010","TOWN OF EATON - BROWN COUNTY","102","82","30","0"
"2024 General Election","05012","TOWN OF GLENMORE - BROWN COUNTY","69","69","37","0"
"2024 General Election","05014","TOWN OF GREEN BAY - BROWN COUNTY","240","185","58","0"
"2024 General Election","05018","TOWN OF HOLLAND - BROWN COUNTY","131","119","42","0"
"2024 General Election","05022","TOWN OF HUMBOLDT - BROWN COUNTY","58","53","15","0"
"2024 General Election","05024","TOWN OF LAWRENCE - BROWN COUNTY","811","810","252","0"
"2024 General Election","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","1352","1284","562","0"
"2024 General Election","05026","TOWN OF MORRISON - BROWN COUNTY","91","69","12","0"
"2024 General Election","05028","TOWN OF NEW DENMARK - BROWN COUNTY","93","91","41","0"
"2024 General Election","05030","TOWN OF PITTSFIELD - BROWN COUNTY","313","306","112","0"
"2024 General Election","05034","TOWN OF ROCKLAND - BROWN COUNTY","118","116","42","0"
"2024 General Election","05036","TOWN OF SCOTT - BROWN COUNTY","431","426","194","0"
"2024 General Election","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","191","191","51","0"
"2024 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","1755","1741","628","0"
"2024 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","1816","1815","749","0"
"2024 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","2281","2225","877","0"
"2024 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","144","143","69","0"
"2024 General Election","05121","VILLAGE OF GREENLEAF - BROWN COUNTY","38","38","15","0"
"2024 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","1373","1358","497","0"
"2024 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","2374","2374","1155","0"
"2024 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","334","302","132","0"
"2024 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","1401","1401","565","0"
"2024 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","254","254","97","0"
"2024 General Election","05216","CITY OF DE PERE - BROWN COUNTY","3140","3090","1301","0"
"2024 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","9536","9395","4153","0"
"2024 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","9","8","0","0"
"2024 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","18","17","10","0"
"2024 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","36","36","0","0"
"2024 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","7","5","0","0"
"2024 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","28","28","10","0"
"2024 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","14","14","0","0"
"2024 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","18","18","5","0"
"2024 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","12","11","7","0"
"2024 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","21","21","14","0"
"2024 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","30","29","16","0"
"2024 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","20","20","10","0"
"2024 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","9","9","2","0"
"2024 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","13","12","5","0"
"2024 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","7","6","1","0"
"2024 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","36","35","11","0"
"2024 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","37","37","12","0"
"2024 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","20","20","0","0"
"2024 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","24","24","12","0"
"2024 General Election","06154","VILLAGE OF NELSON - BUFFALO COUNTY","1","1","0","0"
"2024 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","61","61","27","0"
"2024 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","51","51","28","0"
"2024 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","27","25","13","0"
"2024 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","124","106","42","0"
"2024 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","25","25","10","0"
"2024 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","18","17","7","0"
"2024 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","45","44","21","0"
"2024 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","16","16","5","0"
"2024 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","79","73","44","0"
"2024 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","110","102","17","0"
"2024 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","32","32","14","0"
"2024 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","24","21","4","0"
"2024 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","69","65","17","0"
"2024 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","143","143","89","0"
"2024 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","9","9","5","0"
"2024 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","30","28","13","0"
"2024 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","53","53","25","0"
"2024 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","78","78","52","0"
"2024 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","85","83","48","0"
"2024 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","91","91","45","0"
"2024 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","77","75","39","0"
"2024 General Election","07036","TOWN OF UNION - BURNETT COUNTY","46","46","18","0"
"2024 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","71","70","26","0"
"2024 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","20","20","13","0"
"2024 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","70","70","27","0"
"2024 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","97","84","39","0"
"2024 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","38","38","14","0"
"2024 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","28","28","13","0"
"2024 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","100","98","41","0"
"2024 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","98","96","46","0"
"2024 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","48","47","16","0"
"2024 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","69","69","29","0"
"2024 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","92","89","40","0"
"2024 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","50","50","23","0"
"2024 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","160","160","87","0"
"2024 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","57","55","23","0"
"2024 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","2047","2030","862","0"
"2024 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","43","43","16","0"
"2024 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","11","8","0","0"
"2024 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","325","323","133","0"
"2024 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","68","68","34","0"
"2024 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","203","199","99","0"
"2024 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","213","212","88","0"
"2024 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","249","242","102","0"
"2024 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","206","194","75","0"
"2024 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","33","33","8","0"
"2024 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","38","38","12","0"
"2024 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","40","38","20","0"
"2024 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","59","59","30","0"
"2024 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","34","34","19","0"
"2024 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","35","32","14","0"
"2024 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","38","32","15","0"
"2024 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","40","40","20","0"
"2024 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","488","461","221","0"
"2024 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","28","27","7","0"
"2024 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","22","20","10","0"
"2024 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","40","36","17","0"
"2024 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","21","20","8","0"
"2024 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","31","30","13","0"
"2024 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","538","535","206","0"
"2024 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","105","105","54","0"
"2024 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","23","21","5","0"
"2024 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","94","92","35","0"
"2024 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","40","39","19","0"
"2024 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","126","117","43","0"
"2024 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","281","265","120","0"
"2024 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","71","67","19","0"
"2024 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","12","12","5","0"
"2024 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","58","57","36","0"
"2024 General Election","09128","VILLAGE OF LAKE HALLIE - MULTIPLE COUNTIES","559","544","264","0"
"2024 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","14","13","4","0"
"2024 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","347","322","167","0"
"2024 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","1146","1123","487","0"
"2024 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","79","62","26","0"
"2024 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","69","67","26","0"
"2024 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","21","21","0","0"
"2024 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","5","5","3","0"
"2024 General Election","10006","TOWN OF COLBY - CLARK COUNTY","15","9","5","0"
"2024 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","20","19","6","0"
"2024 General Election","10010","TOWN OF EATON - CLARK COUNTY","30","22","12","0"
"2024 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","8","7","5","0"
"2024 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","43","43","7","0"
"2024 General Election","10016","TOWN OF GRANT - CLARK COUNTY","37","33","18","0"
"2024 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","18","8","3","0"
"2024 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","21","20","0","0"
"2024 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","25","20","0","0"
"2024 General Election","10024","TOWN OF HIXON - CLARK COUNTY","22","16","0","0"
"2024 General Election","10026","TOWN OF HOARD - CLARK COUNTY","78","8","2","0"
"2024 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","29","28","15","0"
"2024 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","14","13","5","0"
"2024 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","11","10","2","0"
"2024 General Election","10034","TOWN OF LYNN - CLARK COUNTY","24","23","9","0"
"2024 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","30","30","13","0"
"2024 General Election","10038","TOWN OF MEAD - CLARK COUNTY","14","12","0","0"
"2024 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","20","11","5","0"
"2024 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","65","65","21","0"
"2024 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","9","4","2","0"
"2024 General Election","10046","TOWN OF SEIF - CLARK COUNTY","5","5","1","0"
"2024 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","29","20","6","0"
"2024 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","31","27","16","0"
"2024 General Election","10052","TOWN OF THORP - CLARK COUNTY","34","21","8","0"
"2024 General Election","10054","TOWN OF UNITY - CLARK COUNTY","29","25","15","0"
"2024 General Election","10056","TOWN OF WARNER - CLARK COUNTY","17","13","4","0"
"2024 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","18","18","15","0"
"2024 General Election","10060","TOWN OF WESTON - CLARK COUNTY","18","16","7","0"
"2024 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","31","24","14","0"
"2024 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","18","16","5","0"
"2024 General Election","10066","TOWN OF YORK - CLARK COUNTY","28","28","9","0"
"2024 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","4","4","0","0"
"2024 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","25","24","9","0"
"2024 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","8","8","0","0"
"2024 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","9","9","6","0"
"2024 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","51","51","32","0"
"2024 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","93","53","20","0"
"2024 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","49","45","22","0"
"2024 General Election","10246","CITY OF LOYAL - CLARK COUNTY","48","48","20","0"
"2024 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","134","134","82","0"
"2024 General Election","10265","CITY OF OWEN - CLARK COUNTY","17","10","0","0"
"2024 General Election","10286","CITY OF THORP - CLARK COUNTY","77","65","35","0"
"2024 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","65","61","20","0"
"2024 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","167","166","91","0"
"2024 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","28","28","11","0"
"2024 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","26","0","0",""
"2024 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","320","319","152","0"
"2024 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","70","70","33","0"
"2024 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","55","50","24","0"
"2024 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","36","36","19","0"
"2024 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","51","51","21","0"
"2024 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","97","95","30","0"
"2024 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","399","396","180","0"
"2024 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","92","92","47","0"
"2024 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","50","50","28","0"
"2024 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","53","44","25","0"
"2024 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","41","40","13","0"
"2024 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","375","374","188","0"
"2024 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","41","41","23","0"
"2024 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","27","27","16","0"
"2024 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","38","38","27","0"
"2024 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","230","230","112","0"
"2024 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","160","158","75","0"
"2024 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","50","49","17","0"
"2024 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","43","43","12","0"
"2024 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","11","11","5","0"
"2024 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","129","129","47","0"
"2024 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","13","10","7","0"
"2024 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","108","108","49","0"
"2024 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","197","196","95","0"
"2024 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","62","62","33","0"
"2024 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","32","24","15","0"
"2024 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","530","522","235","0"
"2024 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","363","362","150","0"
"2024 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","1093","1092","511","0"
"2024 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","235","234","86","0"
"2024 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","84","82","36","0"
"2024 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","61","56","12","0"
"2024 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","56","56","0","0"
"2024 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","95","89","59","0"
"2024 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","22","21","11","0"
"2024 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","18","16","2","0"
"2024 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","62","50","0","0"
"2024 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","32","32","17","0"
"2024 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","46","46","18","0"
"2024 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","40","40","23","0"
"2024 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","22","20","5","0"
"2024 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","9","8","3","0"
