"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2024 General Election","04048","TOWN OF TRIPP - BAYFIELD COUNTY","7","7","2","0"
"2024 General Election","04050","TOWN OF WASHBURN - BAYFIELD COUNTY","66","63","28","0"
"2024 General Election","04151","VILLAGE OF MASON - BAYFIELD COUNTY","9","9","0","0"
"2024 General Election","04206","CITY OF BAYFIELD - BAYFIELD COUNTY","65","65","33","0"
"2024 General Election","04291","CITY OF WASHBURN - BAYFIELD COUNTY","249","247","82","0"
"2024 General Election","05010","TOWN OF EATON - BROWN COUNTY","97","82","30","0"
"2024 General Election","05012","TOWN OF GLENMORE - BROWN COUNTY","63","63","27","0"
"2024 General Election","05014","TOWN OF GREEN BAY - BROWN COUNTY","222","166","27","0"
"2024 General Election","05018","TOWN OF HOLLAND - BROWN COUNTY","120","100","17","0"
"2024 General Election","05022","TOWN OF HUMBOLDT - BROWN COUNTY","56","53","15","0"
"2024 General Election","05024","TOWN OF LAWRENCE - BROWN COUNTY","693","690","217","0"
"2024 General Election","05025","TOWN OF LEDGEVIEW - BROWN COUNTY","1200","1177","434","0"
"2024 General Election","05026","TOWN OF MORRISON - BROWN COUNTY","88","69","12","0"
"2024 General Election","05028","TOWN OF NEW DENMARK - BROWN COUNTY","81","81","27","0"
"2024 General Election","05030","TOWN OF PITTSFIELD - BROWN COUNTY","323","268","68","0"
"2024 General Election","05034","TOWN OF ROCKLAND - BROWN COUNTY","98","97","34","0"
"2024 General Election","05036","TOWN OF SCOTT - BROWN COUNTY","392","380","134","0"
"2024 General Election","05040","TOWN OF WRIGHTSTOWN - BROWN COUNTY","164","164","43","0"
"2024 General Election","05102","VILLAGE OF ALLOUEZ - BROWN COUNTY","1622","1577","494","0"
"2024 General Election","05104","VILLAGE OF ASHWAUBENON - BROWN COUNTY","1618","1614","563","0"
"2024 General Election","05106","VILLAGE OF BELLEVUE - BROWN COUNTY","2040","1799","695","0"
"2024 General Election","05116","VILLAGE OF DENMARK - BROWN COUNTY","126","125","53","0"
"2024 General Election","05121","VILLAGE OF GREENLEAF - BROWN COUNTY","29","28","12","0"
"2024 General Election","05126","VILLAGE OF HOBART - BROWN COUNTY","1191","1172","378","0"
"2024 General Election","05136","VILLAGE OF HOWARD - MULTIPLE COUNTIES","2168","2168","866","0"
"2024 General Election","05171","VILLAGE OF PULASKI - MULTIPLE COUNTIES","301","264","93","0"
"2024 General Election","05178","VILLAGE OF SUAMICO - BROWN COUNTY","1217","1206","426","0"
"2024 General Election","05191","VILLAGE OF WRIGHTSTOWN - MULTIPLE COUNTIES","214","210","55","0"
"2024 General Election","05216","CITY OF DE PERE - BROWN COUNTY","2830","2665","1040","0"
"2024 General Election","05231","CITY OF GREEN BAY - BROWN COUNTY","8769","8427","3195","0"
"2024 General Election","06002","TOWN OF ALMA - BUFFALO COUNTY","9","8","0","0"
"2024 General Election","06004","TOWN OF BELVIDERE - BUFFALO COUNTY","12","11","2","0"
"2024 General Election","06006","TOWN OF BUFFALO - BUFFALO COUNTY","35","34","0","0"
"2024 General Election","06008","TOWN OF CANTON - BUFFALO COUNTY","7","5","0","0"
"2024 General Election","06010","TOWN OF CROSS - BUFFALO COUNTY","25","25","8","0"
"2024 General Election","06012","TOWN OF DOVER - BUFFALO COUNTY","12","10","0","0"
"2024 General Election","06014","TOWN OF GILMANTON - BUFFALO COUNTY","17","17","0","0"
"2024 General Election","06016","TOWN OF GLENCOE - BUFFALO COUNTY","12","11","3","0"
"2024 General Election","06018","TOWN OF LINCOLN - BUFFALO COUNTY","18","18","9","0"
"2024 General Election","06020","TOWN OF MAXVILLE - BUFFALO COUNTY","27","26","14","0"
"2024 General Election","06022","TOWN OF MILTON - BUFFALO COUNTY","18","17","6","0"
"2024 General Election","06024","TOWN OF MODENA - BUFFALO COUNTY","9","8","0","0"
"2024 General Election","06026","TOWN OF MONDOVI - BUFFALO COUNTY","12","11","3","0"
"2024 General Election","06028","TOWN OF MONTANA - BUFFALO COUNTY","7","6","0","0"
"2024 General Election","06030","TOWN OF NAPLES - BUFFALO COUNTY","30","29","1","0"
"2024 General Election","06032","TOWN OF NELSON - BUFFALO COUNTY","32","32","10","0"
"2024 General Election","06034","TOWN OF WAUMANDEE - BUFFALO COUNTY","17","16","0","0"
"2024 General Election","06111","VILLAGE OF COCHRANE - BUFFALO COUNTY","22","22","4","0"
"2024 General Election","06201","CITY OF ALMA - BUFFALO COUNTY","57","57","18","0"
"2024 General Election","06206","CITY OF BUFFALO CITY - BUFFALO COUNTY","42","42","19","0"
"2024 General Election","06226","CITY OF FOUNTAIN CITY - BUFFALO COUNTY","23","21","10","0"
"2024 General Election","06251","CITY OF MONDOVI - BUFFALO COUNTY","110","94","19","0"
"2024 General Election","07002","TOWN OF ANDERSON - BURNETT COUNTY","21","21","6","0"
"2024 General Election","07004","TOWN OF BLAINE - BURNETT COUNTY","17","17","5","0"
"2024 General Election","07006","TOWN OF DANIELS - BURNETT COUNTY","42","40","10","0"
"2024 General Election","07008","TOWN OF DEWEY - BURNETT COUNTY","15","15","4","0"
"2024 General Election","07010","TOWN OF GRANTSBURG - BURNETT COUNTY","75","71","35","0"
"2024 General Election","07012","TOWN OF JACKSON - BURNETT COUNTY","109","102","17","0"
"2024 General Election","07014","TOWN OF LA FOLLETTE - BURNETT COUNTY","31","31","5","0"
"2024 General Election","07016","TOWN OF LINCOLN - BURNETT COUNTY","21","19","4","0"
"2024 General Election","07018","TOWN OF MEENON - BURNETT COUNTY","65","60","13","0"
"2024 General Election","07020","TOWN OF OAKLAND - BURNETT COUNTY","129","129","80","0"
"2024 General Election","07022","TOWN OF ROOSEVELT - BURNETT COUNTY","9","9","5","0"
"2024 General Election","07024","TOWN OF RUSK - BURNETT COUNTY","26","23","0","0"
"2024 General Election","07026","TOWN OF SAND LAKE - BURNETT COUNTY","48","48","21","0"
"2024 General Election","07028","TOWN OF SCOTT - BURNETT COUNTY","73","73","36","0"
"2024 General Election","07030","TOWN OF SIREN - BURNETT COUNTY","70","70","38","0"
"2024 General Election","07032","TOWN OF SWISS - BURNETT COUNTY","78","77","29","0"
"2024 General Election","07034","TOWN OF TRADE LAKE - BURNETT COUNTY","72","71","21","0"
"2024 General Election","07036","TOWN OF UNION - BURNETT COUNTY","39","39","12","0"
"2024 General Election","07038","TOWN OF WEBB LAKE - BURNETT COUNTY","63","63","24","0"
"2024 General Election","07040","TOWN OF WEST MARSHLAND - BURNETT COUNTY","17","17","5","0"
"2024 General Election","07042","TOWN OF WOOD RIVER - BURNETT COUNTY","59","57","16","0"
"2024 General Election","07131","VILLAGE OF GRANTSBURG - BURNETT COUNTY","90","76","27","0"
"2024 General Election","07181","VILLAGE OF SIREN - BURNETT COUNTY","36","36","11","0"
"2024 General Election","07191","VILLAGE OF WEBSTER - BURNETT COUNTY","25","25","11","0"
"2024 General Election","08002","TOWN OF BRILLION - CALUMET COUNTY","92","90","35","0"
"2024 General Election","08004","TOWN OF BROTHERTOWN - CALUMET COUNTY","90","85","30","0"
"2024 General Election","08006","TOWN OF CHARLESTOWN - CALUMET COUNTY","46","45","13","0"
"2024 General Election","08008","TOWN OF CHILTON - CALUMET COUNTY","59","58","14","0"
"2024 General Election","08012","TOWN OF NEW HOLSTEIN - CALUMET COUNTY","79","76","0","0"
"2024 General Election","08014","TOWN OF RANTOUL - CALUMET COUNTY","48","48","22","0"
"2024 General Election","08016","TOWN OF STOCKBRIDGE - CALUMET COUNTY","147","145","43","0"
"2024 General Election","08018","TOWN OF WOODVILLE - CALUMET COUNTY","43","43","16","0"
"2024 General Election","08131","VILLAGE OF HARRISON - MULTIPLE COUNTIES","1824","1799","622","0"
"2024 General Election","08136","VILLAGE OF HILBERT - CALUMET COUNTY","39","39","13","0"
"2024 General Election","08160","VILLAGE OF POTTER - CALUMET COUNTY","10","8","0","0"
"2024 General Election","08179","VILLAGE OF SHERWOOD - CALUMET COUNTY","292","288","102","0"
"2024 General Election","08181","VILLAGE OF STOCKBRIDGE - CALUMET COUNTY","60","57","25","0"
"2024 General Election","08206","CITY OF BRILLION - CALUMET COUNTY","181","181","56","0"
"2024 General Election","08211","CITY OF CHILTON - CALUMET COUNTY","189","189","68","0"
"2024 General Election","08261","CITY OF NEW HOLSTEIN - CALUMET COUNTY","214","214","74","0"
"2024 General Election","09002","TOWN OF ANSON - CHIPPEWA COUNTY","187","180","62","0"
"2024 General Election","09004","TOWN OF ARTHUR - CHIPPEWA COUNTY","29","29","6","0"
"2024 General Election","09006","TOWN OF AUBURN - CHIPPEWA COUNTY","33","33","5","0"
"2024 General Election","09008","TOWN OF BIRCH CREEK - CHIPPEWA COUNTY","37","37","18","0"
"2024 General Election","09010","TOWN OF BLOOMER - CHIPPEWA COUNTY","56","56","17","0"
"2024 General Election","09012","TOWN OF CLEVELAND - CHIPPEWA COUNTY","32","32","15","0"
"2024 General Election","09014","TOWN OF COLBURN - CHIPPEWA COUNTY","31","27","9","0"
"2024 General Election","09016","TOWN OF COOKS VALLEY - CHIPPEWA COUNTY","28","26","4","0"
"2024 General Election","09018","TOWN OF DELMAR - CHIPPEWA COUNTY","34","31","12","0"
"2024 General Election","09020","TOWN OF EAGLE POINT - CHIPPEWA COUNTY","422","409","136","0"
"2024 General Election","09022","TOWN OF EDSON - CHIPPEWA COUNTY","28","26","5","0"
"2024 General Election","09024","TOWN OF ESTELLA - CHIPPEWA COUNTY","20","20","3","0"
"2024 General Election","09026","TOWN OF GOETZ - CHIPPEWA COUNTY","35","35","14","0"
"2024 General Election","09028","TOWN OF HALLIE - CHIPPEWA COUNTY","18","18","3","0"
"2024 General Election","09032","TOWN OF HOWARD - CHIPPEWA COUNTY","26","26","11","0"
"2024 General Election","09034","TOWN OF LAFAYETTE - CHIPPEWA COUNTY","472","470","155","0"
"2024 General Election","09035","TOWN OF LAKE HOLCOMBE - CHIPPEWA COUNTY","94","94","37","0"
"2024 General Election","09036","TOWN OF RUBY - CHIPPEWA COUNTY","20","18","3","0"
"2024 General Election","09038","TOWN OF SAMPSON - CHIPPEWA COUNTY","88","87","19","0"
"2024 General Election","09040","TOWN OF SIGEL - CHIPPEWA COUNTY","38","38","19","0"
"2024 General Election","09042","TOWN OF TILDEN - CHIPPEWA COUNTY","113","111","34","0"
"2024 General Election","09044","TOWN OF WHEATON - CHIPPEWA COUNTY","255","251","86","0"
"2024 General Election","09046","TOWN OF WOODMOHR - CHIPPEWA COUNTY","67","67","19","0"
"2024 General Election","09106","VILLAGE OF BOYD - CHIPPEWA COUNTY","12","11","5","0"
"2024 General Election","09111","VILLAGE OF CADOTT - CHIPPEWA COUNTY","55","54","27","0"
"2024 General Election","09128","VILLAGE OF LAKE HALLIE - MULTIPLE COUNTIES","502","494","217","0"
"2024 General Election","09161","VILLAGE OF NEW AUBURN - MULTIPLE COUNTIES","13","12","3","0"
"2024 General Election","09206","CITY OF BLOOMER - CHIPPEWA COUNTY","304","277","122","0"
"2024 General Election","09211","CITY OF CHIPPEWA FALLS - CHIPPEWA COUNTY","1043","1032","383","0"
"2024 General Election","09213","CITY OF CORNELL - CHIPPEWA COUNTY","66","49","17","0"
"2024 General Election","09281","CITY OF STANLEY - MULTIPLE COUNTIES","57","56","19","0"
"2024 General Election","10002","TOWN OF BEAVER - CLARK COUNTY","19","19","0","0"
"2024 General Election","10004","TOWN OF BUTLER - CLARK COUNTY","5","5","3","0"
"2024 General Election","10006","TOWN OF COLBY - CLARK COUNTY","12","9","5","0"
"2024 General Election","10008","TOWN OF DEWHURST - CLARK COUNTY","17","14","5","0"
"2024 General Election","10010","TOWN OF EATON - CLARK COUNTY","27","20","10","0"
"2024 General Election","10012","TOWN OF FOSTER - CLARK COUNTY","7","6","3","0"
"2024 General Election","10014","TOWN OF FREMONT - CLARK COUNTY","36","36","3","0"
"2024 General Election","10016","TOWN OF GRANT - CLARK COUNTY","34","29","17","0"
"2024 General Election","10018","TOWN OF GREEN GROVE - CLARK COUNTY","13","0","0",""
"2024 General Election","10020","TOWN OF HENDREN - CLARK COUNTY","21","20","0","0"
"2024 General Election","10022","TOWN OF HEWETT - CLARK COUNTY","24","0","0",""
"2024 General Election","10024","TOWN OF HIXON - CLARK COUNTY","22","16","0","0"
"2024 General Election","10026","TOWN OF HOARD - CLARK COUNTY","78","8","2","0"
"2024 General Election","10028","TOWN OF LEVIS - CLARK COUNTY","24","23","9","0"
"2024 General Election","10030","TOWN OF LONGWOOD - CLARK COUNTY","13","12","3","0"
"2024 General Election","10032","TOWN OF LOYAL - CLARK COUNTY","10","9","0","0"
"2024 General Election","10034","TOWN OF LYNN - CLARK COUNTY","24","23","7","0"
"2024 General Election","10036","TOWN OF MAYVILLE - CLARK COUNTY","29","27","10","0"
"2024 General Election","10038","TOWN OF MEAD - CLARK COUNTY","10","7","0","0"
"2024 General Election","10040","TOWN OF MENTOR - CLARK COUNTY","19","11","5","0"
"2024 General Election","10042","TOWN OF PINE VALLEY - CLARK COUNTY","58","58","21","0"
"2024 General Election","10044","TOWN OF RESEBURG - CLARK COUNTY","5","0","0",""
"2024 General Election","10046","TOWN OF SEIF - CLARK COUNTY","3","3","0","0"
"2024 General Election","10048","TOWN OF SHERMAN - CLARK COUNTY","25","20","6","0"
"2024 General Election","10050","TOWN OF SHERWOOD - CLARK COUNTY","28","24","0","0"
"2024 General Election","10052","TOWN OF THORP - CLARK COUNTY","31","18","8","0"
"2024 General Election","10054","TOWN OF UNITY - CLARK COUNTY","27","22","7","0"
"2024 General Election","10056","TOWN OF WARNER - CLARK COUNTY","13","11","1","0"
"2024 General Election","10058","TOWN OF WASHBURN - CLARK COUNTY","17","17","10","0"
"2024 General Election","10060","TOWN OF WESTON - CLARK COUNTY","17","15","3","0"
"2024 General Election","10062","TOWN OF WITHEE - CLARK COUNTY","30","23","12","0"
"2024 General Election","10064","TOWN OF WORDEN - CLARK COUNTY","13","12","0","0"
"2024 General Election","10066","TOWN OF YORK - CLARK COUNTY","24","24","5","0"
"2024 General Election","10111","VILLAGE OF CURTISS - CLARK COUNTY","4","4","0","0"
"2024 General Election","10116","VILLAGE OF DORCHESTER - MULTIPLE COUNTIES","20","19","5","0"
"2024 General Election","10131","VILLAGE OF GRANTON - CLARK COUNTY","9","8","0","0"
"2024 General Election","10191","VILLAGE OF WITHEE - CLARK COUNTY","9","9","4","0"
"2024 General Election","10201","CITY OF ABBOTSFORD - MULTIPLE COUNTIES","45","44","14","0"
"2024 General Election","10211","CITY OF COLBY - MULTIPLE COUNTIES","88","48","16","0"
"2024 General Election","10231","CITY OF GREENWOOD - CLARK COUNTY","44","40","17","0"
"2024 General Election","10246","CITY OF LOYAL - CLARK COUNTY","46","46","10","0"
"2024 General Election","10261","CITY OF NEILLSVILLE - CLARK COUNTY","128","128","57","0"
"2024 General Election","10265","CITY OF OWEN - CLARK COUNTY","16","10","0","0"
"2024 General Election","10286","CITY OF THORP - CLARK COUNTY","65","62","23","0"
"2024 General Election","11002","TOWN OF ARLINGTON - COLUMBIA COUNTY","58","58","10","0"
"2024 General Election","11004","TOWN OF CALEDONIA - COLUMBIA COUNTY","152","152","67","0"
"2024 General Election","11006","TOWN OF COLUMBUS - COLUMBIA COUNTY","23","23","9","0"
"2024 General Election","11008","TOWN OF COURTLAND - COLUMBIA COUNTY","24","0","0",""
"2024 General Election","11010","TOWN OF DEKORRA - COLUMBIA COUNTY","284","283","106","0"
"2024 General Election","11012","TOWN OF FORT WINNEBAGO - COLUMBIA COUNTY","62","62","24","0"
"2024 General Election","11014","TOWN OF FOUNTAIN PRAIRIE - COLUMBIA COUNTY","52","49","18","0"
"2024 General Election","11016","TOWN OF HAMPDEN - COLUMBIA COUNTY","31","31","8","0"
"2024 General Election","11018","TOWN OF LEEDS - COLUMBIA COUNTY","43","42","9","0"
"2024 General Election","11020","TOWN OF LEWISTON - COLUMBIA COUNTY","77","76","23","0"
"2024 General Election","11022","TOWN OF LODI - COLUMBIA COUNTY","359","358","124","0"
"2024 General Election","11024","TOWN OF LOWVILLE - COLUMBIA COUNTY","86","86","30","0"
"2024 General Election","11026","TOWN OF MARCELLON - COLUMBIA COUNTY","45","45","22","0"
"2024 General Election","11028","TOWN OF NEWPORT - COLUMBIA COUNTY","36","32","0","0"
"2024 General Election","11030","TOWN OF OTSEGO - COLUMBIA COUNTY","36","35","5","0"
"2024 General Election","11032","TOWN OF PACIFIC - COLUMBIA COUNTY","341","333","119","0"
"2024 General Election","11034","TOWN OF RANDOLPH - COLUMBIA COUNTY","37","37","16","0"
"2024 General Election","11036","TOWN OF SCOTT - COLUMBIA COUNTY","23","23","12","0"
"2024 General Election","11038","TOWN OF SPRINGVALE - COLUMBIA COUNTY","31","31","25","0"
"2024 General Election","11040","TOWN OF WEST POINT - COLUMBIA COUNTY","207","205","82","0"
"2024 General Election","11042","TOWN OF WYOCENA - COLUMBIA COUNTY","148","146","49","0"
"2024 General Election","11101","VILLAGE OF ARLINGTON - COLUMBIA COUNTY","40","40","12","0"
"2024 General Election","11111","VILLAGE OF CAMBRIA - COLUMBIA COUNTY","36","36","8","0"
"2024 General Election","11116","VILLAGE OF DOYLESTOWN - COLUMBIA COUNTY","10","10","2","0"
"2024 General Election","11126","VILLAGE OF FALL RIVER - COLUMBIA COUNTY","115","115","31","0"
"2024 General Election","11127","VILLAGE OF FRIESLAND - COLUMBIA COUNTY","11","10","6","0"
"2024 General Election","11171","VILLAGE OF PARDEEVILLE - COLUMBIA COUNTY","95","93","38","0"
"2024 General Election","11172","VILLAGE OF POYNETTE - COLUMBIA COUNTY","182","180","77","0"
"2024 General Election","11177","VILLAGE OF RIO - COLUMBIA COUNTY","57","56","22","0"
"2024 General Election","11191","VILLAGE OF WYOCENA - COLUMBIA COUNTY","30","22","9","0"
"2024 General Election","11211","CITY OF COLUMBUS - MULTIPLE COUNTIES","465","455","179","0"
"2024 General Election","11246","CITY OF LODI - COLUMBIA COUNTY","319","296","104","0"
"2024 General Election","11271","CITY OF PORTAGE - COLUMBIA COUNTY","987","940","405","0"
"2024 General Election","11291","CITY OF WISCONSIN DELLS - MULTIPLE COUNTIES","212","201","68","0"
"2024 General Election","12002","TOWN OF BRIDGEPORT - CRAWFORD COUNTY","77","74","19","0"
"2024 General Election","12004","TOWN OF CLAYTON - CRAWFORD COUNTY","58","56","12","0"
"2024 General Election","12006","TOWN OF EASTMAN - CRAWFORD COUNTY","41","0","0",""
"2024 General Election","12008","TOWN OF FREEMAN - CRAWFORD COUNTY","84","80","44","0"
"2024 General Election","12010","TOWN OF HANEY - CRAWFORD COUNTY","19","18","9","0"
"2024 General Election","12012","TOWN OF MARIETTA - CRAWFORD COUNTY","13","0","0",""
"2024 General Election","12014","TOWN OF PRAIRIE DU CHIEN - CRAWFORD COUNTY","61","50","0","0"
"2024 General Election","12016","TOWN OF SCOTT - CRAWFORD COUNTY","30","30","9","0"
"2024 General Election","12018","TOWN OF SENECA - CRAWFORD COUNTY","42","40","0","0"
"2024 General Election","12020","TOWN OF UTICA - CRAWFORD COUNTY","36","32","16","0"
"2024 General Election","12022","TOWN OF WAUZEKA - CRAWFORD COUNTY","19","19","3","0"
"2024 General Election","12106","VILLAGE OF BELL CENTER - CRAWFORD COUNTY","6","4","2","0"
"2024 General Election","12121","VILLAGE OF EASTMAN - CRAWFORD COUNTY","3","3","0","0"
